NatEmis,DataYear,Province,ProvinceCD,Official_Institution_Name,STATUS,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,DemarcationFrom,DemarcationTo,OldNatEMIS,NewNATEMIS,Learners2022,Educators2022
700110114,2022,GT,7,HARMONY PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG CENTRAL,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),914160,914160,,NOT APPLICABLE,27853134,-26319475,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800009,798028003,LENASIA EXT 5,HASEENA KHAN,EXTENSION 5,LENASIA,JOHANNESBURG,"5467, ARGON CRESCENT, EXTENSION 5, LENASIA, JOHANNESBURG",P.O.BOX 645 LENASIA 1820,0118521765,YES,ACD,Q4,N,NOT APPLICABLE,,NO,URBAN,735,GT,NOT MOVED,700110114,700110114,1099,33
700110122,2022,GT,7,IMPALA CRESCENT PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG CENTRAL,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),914165,914165,,NOT APPLICABLE,27845252,-26316555,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800010,798028003,LENASIA EXT 5,NAAZIM ADAM,EXT. 5,LENASIA,JOHANNESBURG,"19, MANDRILL, EXT. 5, LENASIA, JOHANNESBURG",PO BOX 574 LENASIA 1820,0118524548,YES,ACD,Q5,N,NOT APPLICABLE,,NO,URBAN,735,GT,NOT MOVED,700110122,700110122,982,34
700110148,2022,GT,7,LENASIA MODEL PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG CENTRAL,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),914178,914178,,NOT APPLICABLE,278355781,-2631379903,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800010,798028001,LENASIA EXT 1,DENISE ABRAHAMS,EXT 1,LENASIA,JOHANNESBURG,"38, HERON, EXT 1, LENASIA, JOHANNESBURG",PO BOX 73 LENASIA 1820,0118521430,YES,ACD,Q5,N,NOT APPLICABLE,,NO,URBAN,735,GT,NOT MOVED,700110148,700110148,943,29
700110155,2022,GT,7,LENASIA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JOHANNESBURG CENTRAL,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),914179,914179,8110155,LENASIA SECONDARY SCHOOL,2782979672,-2631195073,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800010,798028001,LENASIA EXT 1,HAWA MUNSHI,LENASIA,LENASIA,JOHANNESBURG,"2, CNR PENGUIN AND CRANE STREETS, LENASIA, LENASIA, JOHANNESBURG",P O BOX 2 EXT 1      LENASIA 1820,0118522202,YES,ACD,Q5,N,NOT APPLICABLE,,NO,URBAN,735,GT,NOT MOVED,700110155,700110155,1134,42
700110163,2022,GT,7,SIERRA NEVADA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG SOUTH,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),911257,911257,,NOT APPLICABLE,2786039,-26397733,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800120,798032005,LENASIA SOUTH EXT 4,DALE ABRAHAMS,EXT 4,LENASIA SOUTH,JOHANNESBURG,"70, STELLENBERG, EXT 4, LENASIA SOUTH, JOHANNESBURG",BOX 1422 LENASIA 1820,0118559718,YES,ACD,Q4,N,NOT APPLICABLE,,NO,URBAN,735,GT,NOT MOVED,700110163,700110163,1134,34
700110171,2022,GT,7,KIASHA PARK PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG SOUTH,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),911117,911117,,NOT APPLICABLE,27869451004,-26396803891,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800120,798032005,LENASIA SOUTH EXT 4,RODGER PILLAY,LENASIA SOUTH,LENASIA,JOHANNESBURG," 5794, DRAKENSBURG STREET, LENASIA SOUTH, LENASIA, JOHANNESBURG",P.O. BOX 5174 KIASHA PARK 1829,0118558230,YES,ACD,Q4,N,NOT APPLICABLE,,YES,URBAN,1466,GT,NOT MOVED,700110171,700110171,1536,35
700110189,2022,GT,7,LANCASTER PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG SOUTH,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),911131,911131,,NOT APPLICABLE,278570172,-2638646829,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800120,798032003,LENASIA SOUTH EXT 1,JABETZ MOTHUPI,LENASIA SOUTH,LENASIA SOUTH,JOHANNESBURG,"1003, LANCASTER STREET, LENASIA SOUTH, LENASIA SOUTH, JOHANNESBURG",P.O. BOX 6 KIASHA PARK 1829,0118551066,YES,ACD,Q5,N,NOT APPLICABLE,,YES,URBAN,1466,GT,NOT MOVED,700110189,700110189,1419,34
700110197,2022,GT,7,SOUTHVIEW HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JOHANNESBURG SOUTH,3,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),911264,911264,8110197,SOUTHVIEW HIGH SCHOOL,27849629923,-26379129833,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800120,798032002,LENASIA SOUTH SP,N SOLANI,LENASIA SOUTH,LENASIA SOUTH,LENASIA SOUTH,"1, CNR COSMOS AND VIOLET STREETS, LENASIA SOUTH, LENASIA SOUTH, LENASIA SOUTH",P 0 BOX 4 KIASHA PARK 1829,0112119221,YES,ACD,Q5,N,NOT APPLICABLE,,YES,URBAN,1466,GT,NOT MOVED,700110197,700110197,1999,53
700110205,2022,GT,7,MADIBA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG SOUTH,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),911155,911155,,NOT APPLICABLE,2784357431,-2639483152,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800120,798032004,LENASIA SOUTH EXT 2,TERESSA FIKILE KHUMALO,LENASIA SOUTH,JOHANNESBURG,JOHANNESBURG,"2637, HIBISCUS CRESCENT, LENASIA SOUTH, JOHANNESBURG, JOHANNESBURG",991 KIASHA PARK 1829,0118551455,YES,ACD,Q4,N,NOT APPLICABLE,1996-07-05,YES,URBAN,1466,GT,NOT MOVED,700110205,700110205,1106,34
700110213,2022,GT,7,LENASIA SOUTH SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JOHANNESBURG SOUTH,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),911141,911141,8110213,LENASIA SOUTH SECONDARY SCHOOL,2785478602,-2638779522,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800120,798032003,LENASIA SOUTH EXT 1,AZWIFARWI AARON KWINDA,KIASHA PARK,LENASIA SOUTH,JOHANNESBURG,"34, CORNER IVY & SHEFFIELD ROAD, KIASHA PARK, LENASIA SOUTH, JOHANNESBURG",P O BOX 3 KIASHA PARK 1829,0118551503,YES,ACD,Q5,N,NOT APPLICABLE,,NO,URBAN,735,GT,NOT MOVED,700110213,700110213,1698,51
700110239,2022,GT,7,LIBRA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG CENTRAL,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),914181,914181,,NOT APPLICABLE,27859682,-26326903,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800009,798028005,LENASIA EXT 8,DEVAPRAGASEN TYRONE SINGARAM,EXT. 8,LENASIA,JOHANNESBURG,"7384, KABELJOU, EXT. 8, LENASIA, JOHANNESBURG",P.O.BOX 677 LENASIA 1820,0118526705,YES,ACD,Q5,N,NOT APPLICABLE,,NO,URBAN,735,GT,NOT MOVED,700110239,700110239,1004,33
700110247,2022,GT,7,MH JOOSUB TECHNICAL SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY & TECHNICAL,JOHANNESBURG CENTRAL,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),914185,914185,8110247,MH JOOSUB TECHNICAL SECONDARY SCHOOL,27828668,-2632825,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800008,798028010,LENASIA EXT 6,AMELIA MPINE MOGOTSI,EXTENSION 4,LENASIA,JOHANNESBURG,"50, BAMBOO STREET, EXTENSION 4, LENASIA, JOHANNESBURG",P.O.BOX 163 LENASIA 1820,0118523520,YES,ACD,Q4,N,NOT APPLICABLE,,NO,URBAN,735,GT,NOT MOVED,700110247,700110247,1229,42
700110262,2022,GT,7,NIRVANA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JOHANNESBURG CENTRAL,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),914194,914194,8110262,NIRVANA SECONDARY SCHOOL,27842458,-26326383,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800009,798028008,LENASIA EXT 3,SULEIMAN SUJEE,LENASIA,JOHANNESBURG,JOHANNESBURG,"1, CNR WILLOW AND IVY STREET, LENASIA, JOHANNESBURG, JOHANNESBURG",PO BOX 4 LENASIA 1820,0118522204,YES,ACD,Q5,N,NOT APPLICABLE,1996-07-08,NO,URBAN,735,GT,NOT MOVED,700110262,700110262,1129,37
700110270,2022,GT,7,PARK PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG CENTRAL,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),914197,914197,,NOT APPLICABLE,2783328573,-2631819965,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800009,798028001,LENASIA EXT 1,MR S.A KHAN,EXTENSION1,LENASIA,JOHANNESBURG,"2290, CONDOR AVENUE, EXTENSION1, LENASIA, JOHANNESBURG",P.O.BOX 31 LENASIA 1820,0118521512,YES,ACD,Q5,N,NOT APPLICABLE,,NO,URBAN,735,GT,NOT MOVED,700110270,700110270,1238,41
700110288,2022,GT,7,PARKSIDE PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG SOUTH,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),911217,911217,,NOT APPLICABLE,27845927861,-2638411048,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800120,798032002,LENASIA SOUTH SP,M.R. MAKWELA,LENASIA SOUTH,LENASIA,JOHANNESBURG,"1724, HAWK CRESCENT, LENASIA SOUTH, LENASIA, JOHANNESBURG",10 KIASHA PARK 1829,0118558642,YES,ACD,Q5,N,NOT APPLICABLE,,NO,URBAN,735,GT,NOT MOVED,700110288,700110288,1331,35
700110296,2022,GT,7,PENTAROSA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG CENTRAL,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),914200,914200,,NOT APPLICABLE,27850323,-26320896,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800009,798028003,LENASIA EXT 5,S PARDESI,LENASIA,JOHANNESBURG,JOHANNESBURG,"5769, MARMER &TURKOOIS  AVE, LENASIA, JOHANNESBURG, JOHANNESBURG",P.O. BOX 197 LENASIA 1820,0118522643,YES,ACD,Q4,N,NOT APPLICABLE,1996-07-05,NO,URBAN,735,GT,NOT MOVED,700110296,700110296,978,31
700110304,2022,GT,7,PROGRESS PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG CENTRAL,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),914204,914204,,NOT APPLICABLE,2784453855,-263240661,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800009,798028008,LENASIA EXT 3,MYAN NAIDOO,LENASIA,JOHANNESBURG,JOHANNESBURG,"3997, PROTEA AVENUE, LENASIA, JOHANNESBURG, JOHANNESBURG",P.O.BOX 171 LENASIA 1820,0118522845,YES,ACD,Q5,N,NOT APPLICABLE,,NO,URBAN,735,GT,NOT MOVED,700110304,700110304,918,30
700110312,2022,GT,7,SHARICREST PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG SOUTH,3,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),911255,911255,,NOT APPLICABLE,27862078,-26343127,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800008,798028013,LENASIA EXT 10,SUBRAHMANYAM PILLAY,LENASIA,LENASIA,JOHANNESBURG," 138, CNR. SHARI & VOLTA, LENASIA, LENASIA, JOHANNESBURG",P.O.BOX  280 LENASIA 1820,0118571354,YES,ACD,Q5,N,NOT APPLICABLE,,YES,URBAN,1466,GT,NOT MOVED,700110312,700110312,907,25
700110320,2022,GT,7,TOPAZ SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JOHANNESBURG CENTRAL,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),914217,914217,8110320,TOPAZ SECONDARY SCHOOL,27851472,-26323226,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800009,798028004,LENASIA EXT 7,VINCENT NGCOBO ,LENASIA,LENASIA,JOHANNESBURG,"7149, TOPAAZ STREET, LENASIA, LENASIA, JOHANNESBURG",P.O.BOX 620 LENASIA 1820,0118526412,YES,ACD,Q5,N,NOT APPLICABLE,1996-07-05,NO,URBAN,735,GT,NOT MOVED,700110320,700110320,1173,39
700110338,2022,GT,7,TRINITY SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JOHANNESBURG CENTRAL,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),914218,914218,8110338,TRINITY SECONDARY SCHOOL,27841581,-26314049,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800010,798028003,LENASIA EXT 5,BALOYI CALVIN,EXT 5,LENASIA,JOHANNESBURG,"5466, GIRAFFE AVE, EXT 5, LENASIA, JOHANNESBURG",77 LENASIA 1820,0118522519,YES,ACD,Q5,N,NOT APPLICABLE,,NO,URBAN,735,GT,NOT MOVED,700110338,700110338,1433,47
700110346,2022,GT,7,ZODIAC PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG SOUTH,3,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),911315,911315,,NOT APPLICABLE,27873605676,-26332538268,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800008,798028006,LENASIA EXT 9,SUDESH SINGH,LENASIA EXT 9,LENASIA,JOHANNESBURG,"7944, SCORPIO DRVIE, LENASIA EXT 9, LENASIA, JOHANNESBURG",861 LENASIA 1820,0118528001,YES,ACD,Q5,N,NOT APPLICABLE,,NO,URBAN,735,GT,NOT MOVED,700110346,700110346,1253,37
700110379,2022,GT,7,COVENANT COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,JOHANNESBURG SOUTH,3,INDEPENDENT,INDEPENDENT,HOUSE OF ASSEMBLY(HOA),99,99,,NOT APPLICABLE,2804105091,-2632026158,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800023,798015214,RISIPARK AH,NATASHA VAN DUYN,,RISPARK,JOHANNESBURG,"57, SUMMIT DRIVE, , RISPARK, JOHANNESBURG",PO BOX 167171 BRACKENDOWNS 1454,0872300547,NO,NONE,NOT APPLICABLE,N,NOT APPLICABLE,,NO,RURAL,,GT,NOT MOVED,700110379,700110379,475,43
700110395,2022,GT,7,GLENANDA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,JOHANNESBURG SOUTH,3,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),911076,911076,,NOT APPLICABLE,2803994082,-2627377818,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800023,798015194,GLENANDA,GRAHAM KING,GLENANDA,JOHANNESBURG,JOHANNESBURG,"1, GLEN STREET, GLENANDA, JOHANNESBURG, JOHANNESBURG",P O BOX 127 MONDEOR 2110,0116823716,YES,ACD,Q5,N,NOT APPLICABLE,,NO,URBAN,735,GT,NOT MOVED,700110395,700110395,1255,55
