NatEmis,DataYear,Province,ProvinceCD,Official_Institution_Name,STATUS,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,DemarcationFrom,DemarcationTo,OldNatEMIS,NewNATEMIS,Learners2022,Educators2022
440101104,2022,FS,4,LERALLA IF/S,OPEN,PUBLIC,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY,THABO MOFUTSANYANA,2,STATE,STATE,Department of Education and Training,121015,821779,,,"-28,453075","28,390177",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,11,41304001,Bethlehem NU,MD MOKOENA,CLARENS,CLARENS,BETHLEHEM,"MEMIESRUST FARM, CLARENS, CLARENS, BETHLEHEM, 9707","PO BOX 76, CLARENS, 9707",-,No,NONE,Q1,,,,YES,Rural,UNKNOWN,FS,NOT MOVED,440101027,440101027,292,9
440101108,2022,FS,4,THABO-THOKOZA S/S,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,1,STATE,STATE,Department of Education and Training,120227,821754,3191032,THABO THOKOZA SECONDARY,"-28,218253","28,317344",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,9,41302008,Old Location,M NTHINYA,BOHLOKONG,BOHLOKONG,BETHLEHEM,"1163 B Manye Street, BOHLOKONG, BOHLOKONG, BETHLEHEM, 9702","1163 B MANYE STREET 1163B, THERONVILLE, 9702",058-3035072,No,NONE,Q3,,,,YES,Urban,UNKNOWN,FS,NOT MOVED,440101028,440101028,997,34
440101119,2022,FS,4,MATSWATHAKA P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,1,STATE,STATE,Department of Education and Training,120522,821696,,,"-28,238586","28,305343",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,18,41301002,Belmont,J MAKO,Bohlokong,Bohlokong,BETHLEHEM,"2812 Shupinyaneng Street, Bohlokong, Bohlokong, BETHLEHEM, 9701","PO BOX 5051, Bohlokong, 9701",058-3041460,Yes,ABCDE,Q3,,,,YES,Urban,UNKNOWN,FS,NOT MOVED,440101029,440101029,1154,27
440101120,2022,FS,4,BODIKELA  I/S,OPEN,PUBLIC,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY,THABO MOFUTSANYANA,1,STATE,STATE,Department of Education and Training,120501,821816,,,"-28,204921","28,321344",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,1,41302011,Thorisong,J NTSIME,BOHLOKONG,BOHLOKONG,BETHLEHEM,"2306 MOKGELE STREET, BOHLOKONG, BOHLOKONG, BETHLEHEM, 9700","PO BOX 1199, BETHLEHEM, 9700",058-3042517,Yes,ABCDE,Q3,,,,YES,Urban,UNKNOWN,FS,NOT MOVED,440101030,440101030,898,27
440101138,2022,FS,4,BETHLEHEM CS/S,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,THABO MOFUTSANYANA,1,STATE,STATE,Department of Education and Training,120201,821689,3191002,BETHLEHEM COMP SEC SCHOOL,"-28,201921","28,326178",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,5,41302001,Bohlokong,M.E. MHLOPHE,BOHLOKONG,BOHLOKONG,BETHLEHEM,"3539 NTSHINGILA STREET, BOHLOKONG, BOHLOKONG, BETHLEHEM, 9700","PRIVATE BAG X1561, BOHLOKONG, 9700",058-3042182,Yes,ABCDE,Q1,,,,YES,Urban,UNKNOWN,FS,NOT MOVED,440101031,440101031,1058,42
440101141,2022,FS,4,YEDDO PF/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,2,STATE,STATE,Department of Education and Training,120923,821871,,,"-28,433908","28,252839",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,14,41304004,Fouriesburg NU,TL MASEKO,,,BETHLEHEM,"YEDDO FARM, , , BETHLEHEM, 9703","PO BOX 50, SLABBERTS, 9703",058-3032485,No,NONE,Q1,,,,YES,Rural,UNKNOWN,FS,NOT MOVED,440101032,440101032,73,3
440101171,2022,FS,4,NTSU S/S,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,3,STATE,STATE,Department of Education and Training,120217,821812,3191025,NTSU SECONDARY SCHOOL,"-28,22292","28,290676",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,18,41301010,Stafford Hill,MF RAMOJI,MORELIG,MORELIG,BETHLEHEM,"28 PIENAAR STREET, MORELIG, MORELIG, BETHLEHEM, 9701","PO BOX 5157, MORELIG, 9701",058-3032812,Yes,ABCDE,Q4,,,,NO,Urban,UNKNOWN,FS,NOT MOVED,440101033,440101033,1531,49
440101173,2022,FS,4,BOHLOKWA PF/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,9,STATE,STATE,Department of Education and Training,120957,821704,,,"-28,139759","28,485684",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,11,41304001,Bethlehem NU,,,,BETHLEHEM,"LISBON FARM, , , BETHLEHEM, 9700","PO BOX 224, BETHLEHEM, 9700",-,No,NONE,Q1,,,,YES,Rural,UNKNOWN,FS,NOT MOVED,440101034,440101034,65,2
440101179,2022,FS,4,NTHUTE P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,1,STATE,STATE,Department of Education and Training,120528,821697,,,"-28,255418","28,335511",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,10,41304002,Bethlehem SH,ME LUKHELE (Acting),BETHLEHEM,BETHLEHEM,BETHLEHEM,"6832 Bohlokong, BETHLEHEM, BETHLEHEM, BETHLEHEM, 9702","PO BOX 5028, Bohlokong, 9702",058-3043529,Yes,ABCDE,Q3,,,,YES,Urban,UNKNOWN,FS,NOT MOVED,440101035,440101035,1073,28
440101183,2022,FS,4,TOKOLOHO PF/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,2,STATE,STATE,Department of Education and Training,120906,821864,,,"-28,539401","28,106166",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,14,41304004,Fouriesburg NU,A MLANGENI,,,BETHLEHEM,"P O BOX 215, , , BETHLEHEM, 9704","PO BOX 215, , 9704",058-2230609,No,NONE,Q1,,,,YES,Rural,UNKNOWN,FS,NOT MOVED,440101036,440101036,27,2
440101190,2022,FS,4,NKARABENG S/S,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,9,STATE,STATE,Department of Education and Training,120215,821755,3191024,NKARABENG,"-28,324917","28,692357",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Maluti a Phofung,3,41505000,Kestell SP,TJ TSOTETSI,KESTELL,KESTELL,KESTELL,"1107 TLHOLONG, KESTELL, KESTELL, KESTELL, 9860","PO BOX 841, KESTELL, 9860",058-6531104,No,NONE,Q1,,,,YES,Urban,UNKNOWN,FS,NOT MOVED,440101037,440101037,1006,29
440101192,2022,FS,4,TIISETSANG S/S,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,1,STATE,STATE,Department of Education and Training,120228,821810,3191035,TIISETSANG HIGH SCHOOL,"-28,209255","28,469516",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,11,41304001,Bethlehem NU,M.D LEMPE,Bohlokong,Bohlokong,BETHLEHEM,"1421A Phekolong Street, Bohlokong, Bohlokong, BETHLEHEM, 9701","PHEKOLONG STREET 1421A, Bohlokong, 9701",058-3042041,Yes,ABCDE,Q3,,,,YES,Urban,UNKNOWN,FS,NOT MOVED,440101038,440101038,1127,45
440101194,2022,FS,4,SEKOKO P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,3,STATE,STATE,Department of Education and Training,120224,821877,,,"-28,292245","27,966498",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,17,41304001,Bethlehem NU,EN MASEKO,FATENG TSE NTSHO,FATENG TSE NTSHO,PAUL ROUX,"414 SCHOOL STREET, FATENG TSE NTSHO, FATENG TSE NTSHO, PAUL ROUX, 9800","PO BOX 77, FATENG TSE NTSHO, 9800",058-4710753,No,NONE,Q1,,,,YES,Urban,UNKNOWN,FS,NOT MOVED,440101039,440101039,946,28
440101195,2022,FS,4,DIPELANENG P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,9,STATE,STATE,Department of Education and Training,120504,821760,,,"-28,325084","28,691357",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Maluti a Phofung,3,41505000,Kestell SP,DP MOTLOUNG (Acting),,,KESTELL,"269 NCALA STREET, , , KESTELL, 9860","PO BOX 50, , 9860",058-6531527,Yes,ABCDE,Q2,,,,YES,Urban,UNKNOWN,FS,NOT MOVED,440101040,440101040,1171,36
440101197,2022,FS,4,CLARENS I/S,OPEN,PUBLIC,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY,THABO MOFUTSANYANA,2,STATE,STATE,Department of Education and Training,120202,821807,,,"-28,519905","28,421845",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,20,41303000,Clarens SP,H MALAN,KGUBETSWANA,KGUBETSWANA,CLARENS,"388 MALIBAMATSHO STREET, KGUBETSWANA, KGUBETSWANA, CLARENS, 9707","PO BOX 32, KGUBETSWANA, 9707",058-0500933,Yes,ABCDE,Q3,,,,YES,Urban,UNKNOWN,FS,NOT MOVED,440101041,440101041,1051,31
440101198,2022,FS,4,SPITSKRANS PF/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,1,STATE,STATE,Department of Education and Training,120901,821803,,,"-28,336081","28,409346",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,14,41304001,Bethlehem NU,S.D SHONGWE,FARM   AREA,FARM   AREA,BETHLEHEM,"SPITSKRANS FARM, FARM   AREA, FARM   AREA, BETHLEHEM, 9700","PO BOX 1646, BETHLEHEM, 9700",073-2512346,No,NONE,Q1,,,,YES,Rural,UNKNOWN,FS,NOT MOVED,440101042,440101042,123,4
440101200,2022,FS,4,LOCH LOMOND PF/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,1,STATE,STATE,Department of Education and Training,121021,821712,,,"-28,182255","28,321178",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,19,41304001,Bethlehem NU,NS NDABA,Bohlokong,Bohlokong,BETHLEHEM,"Small Grain Farm, Bohlokong, Bohlokong, BETHLEHEM, 9700","PRIVATE BAG X29, Bohlokong, 9700",058-3031930,No,NONE,Q1,,,,YES,Rural,UNKNOWN,FS,NOT MOVED,440101043,440101043,470,16
440101224,2022,FS,4,BOHLOKONG P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,3,STATE,STATE,Department of Education and Training,120502,821758,,,"-28,220087","28,309177",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,16,41302010,Theronville,T.E LETSOSA,Bohlokong,Bohlokong,BETHLEHEM,"276a Cotzee Street, Bohlokong, Bohlokong, BETHLEHEM, 9701","PO BOX 5024, Bohlokong, 9701",058-3031642,Yes,ABCDE,Q3,,,,YES,Urban,UNKNOWN,FS,NOT MOVED,440101044,440101044,866,25
440101225,2022,FS,4,KHANYENG I/S,OPEN,PUBLIC,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY,THABO MOFUTSANYANA,1,STATE,STATE,Department of Education and Training,120513,821817,3191052,,"-28,219587","28,319677",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,8,41302012,Vuka,T.L. MOFOKENG,BOHLOKONG,BOHLOKONG,BETHLEHEM,"1093 MANYE STREET, BOHLOKONG, BOHLOKONG, BETHLEHEM, 9701","PO BOX 5002, BOHLOKONG, 9701",058-3033571,Yes,ABCDE,Q3,,,,YES,Urban,UNKNOWN,FS,NOT MOVED,440101045,440101045,153,8
440101268,2022,FS,4,VOORTREKKER S/S,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,THABO MOFUTSANYANA,3,STATE,STATE,House of Assembly,120232,191204,3191040,VOORTREKKER HIGH SCHOOL,"-28,141627","28,175296",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,18,41304001,Bethlehem NU,GH COETZEE,Eureka,Eureka,BETHLEHEM,"Wesweg, Eureka, Eureka, BETHLEHEM, 9700","PO BOX 296, , 9700",058-3034006,Yes,ABCDE,Q5,,,,NO,Urban,UNKNOWN,FS,NOT MOVED,440101046,440101046,782,40
440101269,2022,FS,4,WITTEBERG S/S,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,3,STATE,STATE,House of Assembly,120233,191208,3191041,WITTEBERG,"-28,237532","28,317206",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,10,41301009,Pretorius Kloof,JAW OOSTHUIZEN,Jordania,Jordania,BETHLEHEM,"Baartmanstraat, Jordania, Jordania, BETHLEHEM, 9700","HOËRSKOOL WITTEBERG 1, , 9700",058-3035271,Yes,ABCDE,Q5,,,,NO,Urban,UNKNOWN,FS,NOT MOVED,440101047,440101047,713,34
440101270,2022,FS,4,RETIEF C/S,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,THABO MOFUTSANYANA,9,STATE,STATE,House of Assembly,120221,191310,3191030,RETIEF HOERSKOOL,"-28,318085","28,692357",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Maluti a Phofung,3,41505000,Kestell SP,WL ELS,,,KESTELL,"WESSELS STREET, , , KESTELL, 9860","PO BOX 26, , 9860",058-6531254,Yes,ABCDE,Q4,,,,NO,Urban,UNKNOWN,FS,NOT MOVED,440101048,440101048,1049,53
440101273,2022,FS,4,CLARENS P/S (Town),OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,2,STATE,STATE,House of Assembly,120964,191102,,,"-28,517905","28,408677",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,20,41303000,Clarens SP,A COETZEE,Clarens,Clarens,CLARENS,"Malherbe Street, Clarens, Clarens, CLARENS, 9707","PO BOX 66, Clarens, 9707",058-2561331,Yes,ABCDE,Q3,,,,YES,Urban,UNKNOWN,FS,NOT MOVED,440101049,440101049,583,22
440101276,2022,FS,4,GRAANVELD P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,3,STATE,STATE,House of Assembly,120522,191112,,,"-28,13072","28,171573",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,18,41301004,Groenvoerlande,CE DU TOIT,Môrelig,Môrelig,BETHLEHEM,"1 STRAPP STREET, Môrelig, Môrelig, BETHLEHEM, 9700","PO BOX 228, Môrelig, 9700",058-3033877,Yes,ABCDE,Q5,,,,NO,Urban,UNKNOWN,FS,NOT MOVED,440101050,440101050,705,34
440101277,2022,FS,4,JORDANIA P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,3,STATE,STATE,House of Assembly,120511,191116,,,"-28,143248","28,183248",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,18,41301002,Belmont,A SMITH,JORDANIA,JORDANIA,BETHLEHEM,"VAN RIEBEECKSTRAAT, JORDANIA, JORDANIA, BETHLEHEM, 9700","474, , 9700",058-3034116,Yes,ABCDE,Q5,,,,NO,Urban,UNKNOWN,FS,NOT MOVED,440101051,440101051,891,40
440101280,2022,FS,4,TRUIDA KESTELL P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,3,STATE,STATE,House of Assembly,120540,191122,,,"-28,141625","28,183784",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,18,41304001,Bethlehem NU,EW UYS,,,BETHLEHEM,"WESSELSSTR 14 / 14 WESSELS ST, , , BETHLEHEM, 9700","PO BOX 91, , 9700",058-3034888,Yes,ABCDE,Q4,,,,NO,Urban,UNKNOWN,FS,NOT MOVED,440101052,440101052,835,40
440101281,2022,FS,4,BETHLEHEM C/S,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,THABO MOFUTSANYANA,1,STATE,STATE,Department of Education and Training,120500,840034,3191046,,"-28,21792","28,323344",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,8,41302012,Vuka,RN MOKHANELI,Bakenpark,Bakenpark,BETHLEHEM,"186 Populier Str. , Bakenpark, Bakenpark, BETHLEHEM, 9700","ADMIN. BLOCK 1, Bethlehem, 9700",058-3044244,Yes,ABCDE,Q4,,,,NO,Urban,UNKNOWN,FS,NOT MOVED,440101053,440101053,855,28
440101285,2022,FS,4,TSHEPANO III I/S,OPEN,PUBLIC,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY,THABO MOFUTSANYANA,2,STATE,STATE,Department of Education and Training,128225,821820,3191067,,"-28,602399","28,183001",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,12,41306000,Fouriesburg SP,S.M SELLO,Mashaeng,Mashaeng,FOURIESBURG,"2347 Mashaeng Location, Mashaeng, Mashaeng, FOURIESBURG, 9725","TSHEPANO III INTERMEDIATE PHAS, Fouriesburg, 9725",058-2230110,No,NONE,Q1,,,,YES,Urban,UNKNOWN,FS,NOT MOVED,440101054,440101054,1077,31
440101290,2022,FS,4,EE MONESE C/S,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,THABO MOFUTSANYANA,5,STATE,STATE,Department of Education and Training,120235,914045,3191008,E E MONESE,"-28,331105","27,628053",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Setsoto,6,41209000,Senekal SP,MJ MATHELELI,TAMBO,TAMBO,SENEKAL,"3441 Tambo, TAMBO, TAMBO, SENEKAL, 9600","TAMBO SECTION 1, P.O.BOX 743, 9600",058-4813479,No,NONE,Q2,,,,YES,Urban,UNKNOWN,FS,NOT MOVED,440101055,440101055,678,18
440101293,2022,FS,4,LK NTLABATHI I/S,OPEN,PUBLIC,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY,THABO MOFUTSANYANA,1,STATE,STATE,Department of Education and Training,130204,914046,,,"-28,21352","28,320817",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,8,41302012,Vuka,A.T RAMAKATSA,THERONVILLE,THERONVILLE,BETHLEHEM,"1421A  PHEKOLONG STREET, THERONVILLE, THERONVILLE, BETHLEHEM, 9700","PO BOX 2652, , 9700",058-3045274,Yes,ABCDE,Q3,,,,YES,Urban,UNKNOWN,FS,NOT MOVED,440101056,440101056,1060,30
440101294,2022,FS,4,MORITING WA THUTO S/S,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,THABO MOFUTSANYANA,2,STATE,STATE,FSDoE,120236,914047,3191023,MORITING WA THUTO,"-28,521175","28,420498",THABO MOFUTSANYANA DISTRICT MUNICIPALITY,Dihlabeng,20,41303000,Clarens SP,KS MOEKETSI,,,CLARENS,"732 Malherbe Street, , , CLARENS, 9707","P.O. Box 298, , 9707",058-2561778,Yes,ABCDE,Q2,,,,YES,Urban,UNKNOWN,FS,NOT MOVED,440101057,440101057,425,14
