NatEmis,DataYear,Province,ProvinceCD,Official_Institution_Name,STATUS,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,DemarcationFrom,DemarcationTo,OldNatEMIS,NewNATEMIS,Learners2022,Educators2022
100000108,2022,WC,1,NORTHPINE TECHNICAL HIGH SCHOOL,Open,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,TECHNICAL,METRO EAST,2,GOVERMENT,STATE,,,061066,1004497,1004497,"18,7081592517","-33,8709429861",CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,City of Cape Town Metropolitan Municipality,19100007,,,MR V  LOUBSER,CITY OF CAPE TOWN,NORTHPINE,CITY OF CAPE TOWN,"C/O COETZENBURG AND OREGAN RD, NORTHPINE, , CITY OF CAPE TOWN, 7560","Po Box 1542, Brackenfell, , 7561",0219820207,N,,Q5,,,,Fee Charging,,,WC,Not Moved,100000108,100000108,591,21
100000109,2022,WC,1,DELFT TECHNICAL HIGH SCHOOL,Open,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,NOT APPLICABLE,METRO NORTH,5,GOVERMENT,STATE,,,061069,1005432,1005432,"18,6296558412","-33,9651864354",CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,City of Cape Town Metropolitan Municipality,19100013,,,MR IA  RUDOLPH,CITY OF CAPE TOWN,DELFT 4,CITY OF CAPE TOWN,"BALELES STREET, DELFT, , CITY OF CAPE TOWN, 7100","PO BOX 10040, BELHAR, , 7507",0219560058,N,,Q4,,,,Fee Charging,,,WC,Not Moved,100000109,100000109,609,25
100000110,2022,WC,1,MELKBOS HIGH SCHOOL,Open,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,NOT APPLICABLE,METRO NORTH,10,GOVERMENT,STATE,,,061067,1002273,1002273,"18,4438862074","-33,7302881053",CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,City of Cape Town Metropolitan Municipality,19100023,,,MR DJ  ROSS,CITY OF CAPE TOWN,MELKBOSCH STRAND,CITY OF CAPE TOWN,"OTTO DU PLESSIS DRIVE, MELKBOSSTRAND, , CITY OF CAPE TOWN, 7441","Otto Du Plessis Drive, Melkbosstrand, , 7441",0215530086,N,,Q5,,,,Fee Charging,,,WC,Not Moved,100000110,100000110,1039,49
100000122,2022,WC,1,FISANTEKRAAL HIGH SCHOOL,Open,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,NOT APPLICABLE,METRO NORTH,7,GOVERMENT,STATE,,,061088,1002291,1002291,"18,722142786","-33,7793162501",CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,City of Cape Town Metropolitan Municipality,19100105,,,MR L  VRIES,CITY OF CAPE TOWN,FISANTEKRAAL,CITY OF CAPE TOWN,"C/O DULLA OMAR, LITCHENBERG STR, DURBANVILLE, CITY OF CAPE TOWN, 7550","C/O Dulla Omar, Litchenberg Str, DURBANVILLE, 7550",0219767141,N,,Q1,,,,No Fee,,,WC,Not Moved,100000122,100000122,1250,40
100000123,2022,WC,1,BEAUFORT WEST PRIMÊRE SKOOL,Open,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,NOT APPLICABLE,EDEN AND CENTRAL KAROO,7,GOVERMENT,STATE,,,061071,NULL,NULL,"22,5699777477","-32,3510630823",CENTRAL KAROO DISTRICT MUNICIPALITY,Beaufort West Local Municipality,10503007,,,MR AA  AMSTERDAM,BEAUFORT WEST,BEAUFORT WEST,BEAUFORT WEST,"PASTORIE STRAAT, HILLSIDE, , BEAUFORT WEST, 6970","PASTORIE STRAAT, HILLSIDE, , 6970",0234144226,Y,,Q3,,,,No Fee,,,WC,Not Moved,100000123,100000123,1153,32
100000124,2022,WC,1,LOUWVILLE HOËRSKOOL,Open,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,NOT APPLICABLE,WEST COAST,3,GOVERMENT,STATE,,,061070,1005532,1005532,"18,0058814503","-32,9160684143",WEST COAST DISTRICT MUNICIPALITY,Saldanha Bay Local Municipality,10104013,,,MR ER  PETRUS,VREDENBURG,LOUWVILLE,VREDENBURG,"MACLON STRAAT, VREDENBURG, , VREDENBURG, 7380","Maclon straat, Vredenburg, , 7380",0227133439,Y,,Q4,,,,No Fee,,,WC,Not Moved,100000124,100000124,1547,47
100000126,2022,WC,1,GATEWAY PRIMARY SCHOOL,Open,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,NOT APPLICABLE,METRO NORTH,4,GOVERMENT,STATE,,,061072,NULL,NULL,"18,628891","-33,96942",CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,City of Cape Town Metropolitan Municipality,19100106,,,MR MG  NGQOBANE,CITY OF CAPE TOWN,DELFT 6,CITY OF CAPE TOWN,"ABEDARE ROAD, LEIDEN, DELFT, CITY OF CAPE TOWN, 7102","POSBUS 3065, LEIDEN, DELFT, 7102",0210230779,Y,,Q4,,,,No Fee,,,WC,Not Moved,100000126,100000126,1535,44
100000127,2022,WC,1,ROUXVILLE PRIMARY SCHOOL,Open,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,NOT APPLICABLE,METRO EAST,7,GOVERMENT,STATE,,,061073,NULL,NULL,"18,6774567137","-33,942021896",CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,City of Cape Town Metropolitan Municipality,19100011,,,MRS ST  DANIELS,CITY OF CAPE TOWN,BELLVILLE TEACHERS COLLEGE,CITY OF CAPE TOWN,"C/O BELHAR ROAD AND, NOOIENSFONTEIN RD, KUILS RIVER, CITY OF CAPE TOWN, 7580","P O Box 638, Kuils River, , 7579",0219009901,Y,,Q4,,,,Fee Charging,,,WC,Not Moved,100000127,100000127,889,32
100000128,2022,WC,1,HOPE AND LIGHT COMMUNITY WELFARE (NPC) TRADING AS HOPE AND LIGHT SCHOOL,Open,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,NOT APPLICABLE,METRO EAST,8,PRIVATE,UNKNOWN,,,N/A,NULL,NULL,"18,872191","34,107573",CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,City of Cape Town Metropolitan Municipality,19100084,,,MR WILLIAMS  GEORGE,CITY OF CAPE TOWN,MISSION GROUNDS,CITY OF CAPE TOWN,"ALPINE CRESCENT, FERNWOOD, Somerset West, CITY OF CAPE TOWN, 7130","N/A, N/A, , 7130",0212051783,Y,,Q4,,,,No Fee,,,WC,Not Moved,100000128,100000128,390,20
100000129,2022,WC,1,SILIKAMVA HIGH SCHOOL,Open,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,NOT APPLICABLE,METRO CENTRAL,2,GOVERMENT,STATE,,,061074,1009919,1009919,"18,3608096597","-34,0303346779",CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,City of Cape Town Metropolitan Municipality,19100074,,,MR Faseeg  Manie,CITY OF CAPE TOWN,HOUT BAY,CITY OF CAPE TOWN,"PENZANCE ROAD, PENZANCE ESTATE, HOUT BAY, CITY OF CAPE TOWN, 7806","Penzance Road, Penzance Estate, HOUT BAY, 7806",0217903514,N,,Q3,,,,No Fee,,,WC,Not Moved,100000129,100000129,885,29
100000143,2022,WC,1,PRINGLE HOUSE,Open,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,NOT APPLICABLE,OVERBERG,2,FARM,UNKNOWN,,,N/A,NULL,NULL,"18,831038","-34,351518",OVERBERG DISTRICT MUNICIPALITY,Overstrand Local Municipality,10302010,,,MRS H  MILLER,PRINGLE BAY,PRINGLE BAY,PRINGLE BAY,"FARM HANGKLIP, 559/62 CLARENCE DRIVE, PRINGLE BAY, PRINGLE BAY, 7196","Po Box 306, Pringle Bay, , 7196",0282738853,Y,,Q5,,,,Fee Charging,,,WC,Not Moved,100000143,100000143,22,5
100000151,2022,WC,1,AL-AZHAR HIGH SCHOOL,Open,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,NOT APPLICABLE,METRO CENTRAL,9,TRUST LAND,UNKNOWN,,,N/A,1001158,1001158,"18,502117","-33,967834",CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,City of Cape Town Metropolitan Municipality,19100049,,,MR A  MANIE,CITY OF CAPE TOWN,ATHLONE,CITY OF CAPE TOWN,"CNR NEWTON AVENUE &, BIRDWOOD ROAD, ATHLONE, CITY OF CAPE TOWN, 7764","20 CASHEL AVENUE, CAPE TOWN, , 7764",0216965475,Y,,NOT APPLICABLE,,,,Fee Charging,,,WC,Not Moved,100000151,100000151,516,30
100000152,2022,WC,1,HYDE PARK COLLEGE,Open,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,NOT APPLICABLE,METRO SOUTH,7,CHURCH,UNKNOWN,,,N/A,NULL,NULL,"18,584686","-34,034805",CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,City of Cape Town Metropolitan Municipality,19100075,,,MRS N  Teladia,CITY OF CAPE TOWN,RONDEVLEI PARK,CITY OF CAPE TOWN,"FULLHAM AVENUE, WELTEVREDEN VALLEY, MITCHELL'S PLAIN, CITY OF CAPE TOWN, 7785","29 Fullham Avenue, Weltevreden Valley, MITCHELL'S PLAIN, 7785",0213720086,Y,,Q5,,,,Fee Charging,,,WC,Not Moved,100000152,100000152,230,12
100000153,2022,WC,1,MOUNT VIEW EDUCATION CENTRE,Open,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,NOT APPLICABLE,CAPE WINELANDS,9,PRIVATE,UNKNOWN,,,N/A,NULL,NULL,"18,744558","-33,964124",CAPE WINELANDS DISTRICT MUNICIPALITY,Stellenbosch Local Municipality,10204020,,,MR RM  REDDY,OUTSIDE A TOWN,STELLENBOSCH,OUTSIDE A TOWN,"CNR POLKADRAAI & VLAEBERG RD, STELLENBOSCH, , OUTSIDE A TOWN, 7600","Cnr Polkadraai & Vlaeberg Rd, STELLENBOSCH, , 7600",,Y,,Q2,,,,Fee Charging,,,WC,Not Moved,100000153,100000153,7,3
