NatEmis,DataYear,Province,ProvinceCD,Official_Institution_Name,STATUS,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,DemarcationFrom,DemarcationTo,OldNatEMIS,NewNATEMIS,Learners2022,Educators2022
600100019,2022,NW,6,ALABAMA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,DR KENNETH KAUNDA,TSWELELOPELE,Govt,Govt,DEPARTMENT OF EDUCATION AND TRAINING(DET),97118,97118,NOT APPLICABLE,NOT APPLICABLE,"26,595676","-26,871718",DR KENNETH KAUNDA DISTRICT MUNICIPALITY,MATLOSANA LOCAL MUNICIPALITY,64003013,,,HOFMEYER Shain Jurie,KLERKSDORP,ALABAMA,FREEMANVILLE,"CYCAMORE STREET, ALABAMA, KLERKSDORP, 1747","P.O.BOX 3402,FREEMANVILLE,2573",0184675027,YES,NOT APPLICABLE,Q3,NO,.,,.,,.,NONE,Not Moved,600100019,600100019,1289,36
600100020,2022,NW,6,ALABAMA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,DR KENNETH KAUNDA,TSWELELOPELE,Govt,Govt,DEPARTMENT OF EDUCATION AND TRAINING(DET),97119,97119,9215003,ALABAMA SECONDARY,"26,578934","-26,871425",DR KENNETH KAUNDA DISTRICT MUNICIPALITY,MATLOSANA LOCAL MUNICIPALITY,64003013,,,ABDOOL ANDREW DARIUS,KLERKSDORP,ALABAMA,ALABAMA,"ISIPINGOSTR 1, ALABAMA, KLERKSDORP, 1747","P.O.BOX 303,ALABAMA,2577",0184675085,YES,YES,Q3,NO,.,,.,,.,NONE,Not Moved,600100020,600100020,924,33
600100022,2022,NW,6,Alfred Maubane High School,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,BOJANALA,REKOPANTSWE,Govt,Govt,BOPHUTATSWANA(BOP),3960827,960827,9121005,ALFRED MAUBANE SCHOOL,"28,25066","-25,27002",BOJANALA DISTRICT MUNICIPALITY,MORETELE LOCAL MUNICIPALITY,63701016,,,SEBONYE Motshelo,MAUBANE,STINKWATER,TEMBA,"STAND 1389 ONE AND TEN, , MAUBANE, 1747","PRIVATE BAG X1004,TEMBA,0407",0765952445,YES,YES,Q2,NO,.,,.,,.,NONE,Not Moved,600100022,600100022,814,23
600100023,2022,NW,6,AMALIA PUBLIC PRIMARY,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,DR RUTH S MOMPATI,MAMUSA,Govt,Govt,DEPARTMENT OF EDUCATION AND TRAINING(DET),82349,82439,NOT APPLICABLE,NOT APPLICABLE,"25,03405","-27,24881",DR RUTH SEGOMOTSI MOMPATI DISTRICT MUNICIPALITY,MAMUSA LOCAL MUNICIPALITY  ,63903003,,,CHACHA Bernet Lebogang,AMALIA,MOLATSWANENG,AMALIA,"68 Tshepanang Str, , AMALIA, 1747","P.O.BOX 7,AMALIA,2786",0825473415,YES,.,Q1,NO,.,,.,,.,NONE,Not Moved,600100023,600100023,1216,35
600100025,2022,NW,6,ARE BOKENG PRIMARY,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,DR KENNETH KAUNDA,JC MOTAUNG,Govt,Govt,DEPARTMENT OF EDUCATION AND TRAINING(DET),82554,82554,NOT APPLICABLE,NOT APPLICABLE,"26,62734","-26,959507",DR KENNETH KAUNDA DISTRICT MUNICIPALITY,MATLOSANA LOCAL MUNICIPALITY,64003026,,,QHEKWANA Matshiliso Susanna,Orkney,KANANA,ORKNEY,"3678 Extension 4, Kanana, Orkney, 1747","P.O.BOX 1592,ORKNEY,2620",0741244423,YES,NOT APPLICABLE,Q3,NO,.,,.,,.,NONE,Not Moved,600100025,600100025,990,28
600100026,2022,NW,6,ARE- FADIMEHENG SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,DR KENNETH KAUNDA,MFUNDO-THUTO,Govt,Govt,DEPARTMENT OF EDUCATION AND TRAINING(DET),82555,82555,9215005,ARE-FADIMEHENG,"26,599442","-26,901108",DR KENNETH KAUNDA DISTRICT MUNICIPALITY,MATLOSANA LOCAL MUNICIPALITY,64003022,,,MOROMANE Leatile Zacharia,MATLOSANA,EXT,JOUBERTON,"NHLANGANO & BERGONIA STR, JOUBERTON, MATLOSANA, 1747","PRIVATE BAG X15,JOUBERTON,2574",0184655275,YES,YES,Q3,NO,.,,.,,.,NONE,Not Moved,600100026,600100026,1613,47
600100027,2022,NW,6,ARE-FENYENG PRIMARY,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,DR KENNETH KAUNDA,JC MOTAUNG,Govt,Govt,DEPARTMENT OF EDUCATION AND TRAINING(DET),82444,82444,NOT APPLICABLE,NOT APPLICABLE,"26,63392","-26,94494",DR KENNETH KAUNDA DISTRICT MUNICIPALITY,MATLOSANA LOCAL MUNICIPALITY,64003026,,,THATHO Teboho Paul,ORKNEY,KANANA,ORKNEY,"16674 JD KHUMALO AVENUE, KANANA TOWNSHIP, ORKNEY, 3747","P.O.BOX 122,ORKNEY,2620",0181100837,YES,NOT APPLICABLE,Q2,NO,.,,.,,.,NONE,Not Moved,600100027,600100027,1325,38
600100028,2022,NW,6,ARE IPELENG PRIMARY,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,DR KENNETH KAUNDA,MEEPONG,Govt,Govt,DEPARTMENT OF EDUCATION AND TRAINING(DET),82232,82232,NOT APPLICABLE,NOT APPLICABLE,"26,869419","-26,852905",DR KENNETH KAUNDA DISTRICT MUNICIPALITY,MATLOSANA LOCAL MUNICIPALITY,64003004,,,MULAUDZI Mpfariseni,KHUMA,KHUMA,STILFONTEIN,"KHUMA  LOCATION, , KHUMA, 2747","P.O.BOX 693,STILFONTEIN,2550",0180111746,YES,NOT APPLICABLE,Q3,NO,.,,.,,.,NONE,Not Moved,600100028,600100028,913,26
600100029,2022,NW,6,ARE-ITSHOKENG PRIMARY,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,DR KENNETH KAUNDA,MFUNDO-THUTO,Govt,Govt,DEPARTMENT OF EDUCATION AND TRAINING(DET),82129,82129,NOT APPLICABLE,NOT APPLICABLE,"26,57931","-26,88848",DR KENNETH KAUNDA DISTRICT MUNICIPALITY,MATLOSANA LOCAL MUNICIPALITY,64003016,,,MELELA Nkolasi Charlotte,Klerdsdorp,JOUBERTON,KLERKSDORP,"3825 Kgogonoka Street Ext 7, Jouberton, Klerdsdorp, 3747","PRIVATE BAG X16,JOURBETON,4574",0184653807,YES,NOT APPLICABLE,Q3,NO,.,,.,,.,NONE,Not Moved,600100029,600100029,1063,30
600100030,2022,NW,6,AREAGANENG PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,NGAKA MODIRI MOLEMA,BOTSHABELO,Govt,Govt,NEW EDUCATION DEPARTMENT,960315,960315,NOT APPLICABLE,NOT APPLICABLE,"25,649768","-25,829094",NGAKA MODIRI MOLEMA DISTRICT MUNICIPALITY,MAHIKENG LOCAL MUNICIPALITY  ,63803028,,,THANDABANTU Tshepo Barend,MAHIKENG,LONELY,MAFIKENG,"GOLFVIEW/ZEERUST CROSS ROADS, LONELY PARK, MAHIKENG, 2747","PRIVATE BAG X2083,MAFIKENG,2745",0183861077,YES,.,Q2,NO,.,,.,,.,NONE,Not Moved,600100030,600100030,1101,32
600100032,2022,NW,6,ATAMELA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,DR KENNETH KAUNDA,JC MOTAUNG,Govt,Govt,DEPARTMENT OF EDUCATION AND TRAINING(DET),82122,8122,NOT APPLICABLE,NOT APPLICABLE,"26,6319","-26,96145",DR KENNETH KAUNDA DISTRICT MUNICIPALITY,MATLOSANA LOCAL MUNICIPALITY,64003027,,,SERAME Nomvula Judith,KANANA,KANANA,ORKNEY,"X8533 Maseru Street, Kanana Location, KANANA, 2747","P.O.BOX 20005,KANANA,2619",0741081247,YES,NOT APPLICABLE,Q2,NO,.,,.,,.,NONE,Not Moved,600100032,600100032,865,25
600100033,2022,NW,6,ATAMELANG PRIMARY,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,DR RUTH S MOMPATI,BA GA MOTHIBI,Govt,Govt,DEPARTMENT OF EDUCATION AND TRAINING(DET),960951,960951,NOT APPLICABLE,NOT APPLICABLE,"24,686072","-27,7369",DR RUTH SEGOMOTSI MOMPATI DISTRICT MUNICIPALITY,GREATER TAUNG LOCAL MUNICIPALITY,63904019,,,MOTLHASI Hlomela,PAMPIERSTAD,TLAPENG,PAMPIERSTAD,"E 1O7  MOHUTSIWA  STREET, TLAPENG VILLAGE, PAMPIERSTAD, 1747","P.O.BOX 282,PAMPIERSTAD,8566",,YES,NOT APPLICABLE,Q1,NO,.,,.,,.,NONE,Not Moved,600100033,600100033,237,8
600100034,2022,NW,6,ATLARELANG PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,DR KENNETH KAUNDA,NALEDI,Govt,Govt,DEPARTMENT OF EDUCATION AND TRAINING(DET),82568,82568,NOT APPLICABLE,NOT APPLICABLE,"25,97732","-27,32769",DR KENNETH KAUNDA DISTRICT MUNICIPALITY,MAQUASSI HILLS LOCAL MUNICIPALITY,64004005,,,MOKOTO Sethaamang Martha,Makwassie,LEBALENG,MAKWASSIE,"1233 Kwantle Street, Lebaleng, Makwassie, 1747","P.O.BOX 177,MAKWASSIE,2650",0185974093,YES,.,Q3,NO,.,,.,,.,NONE,Not Moved,600100034,600100034,1117,32
600100036,2022,NW,6,AVONDSTER PRIMARY,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,DR RUTH S MOMPATI,MAMUSA,Farm,Farm,DEPARTMENT OF EDUCATION AND TRAINING(DET),82303,82303,NOT APPLICABLE,NOT APPLICABLE,"25,165907","-27,422645",DR RUTH SEGOMOTSI MOMPATI DISTRICT MUNICIPALITY,MAMUSA LOCAL MUNICIPALITY  ,63903003,,,MATSHETSHE Ontletse Norah,SCHWEIZER RENEKE,REGINAFARM,SCHEIZER RENEKE,"REGINA FARM, , SCHWEIZER RENEKE, 1747","P.O.BOX 434,SCHWEIZERRENEKE,2780",,YES,NOT APPLICABLE,Q1,NO,.,,.,,.,NONE,Not Moved,600100036,600100036,79,5
600100040,2022,NW,6,BABUSENG PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,NGAKA MODIRI MOLEMA,ZEERUST,Govt,Govt,NEW EDUCATION DEPARTMENT,960599,960599,NOT APPLICABLE,NOT APPLICABLE,"25,967572","-25,484957",NGAKA MODIRI MOLEMA DISTRICT MUNICIPALITY,RAMOTSHERE MOILOA LOCAL MUNICIPALITY  ,63805012,,,PULE Edwin Ntuboy,LEHURUTSHE,LEHURUTSHE,LERATO,"1817            UNIT 1, LEHURUTSHE, LEHURUTSHE, 1747","P.O.BOX 100,LERATO,2880",0183633566,YES,.,Q1,NO,.,,.,,.,NONE,Not Moved,600100040,600100040,406,12
600100041,2022,NW,6,BADIBANA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,NGAKA MODIRI MOLEMA,GANAPAN,Govt,Govt,NEW EDUCATION DEPARTMENT,960050,960050,9304004,BADIBANA HIGH SCHOOL,"25,591086","-26,329157",NGAKA MODIRI MOLEMA DISTRICT MUNICIPALITY,TSWAING LOCAL MUNICIPALITY,63802001,,,MADITO Kebalepile Bertha,SANNIESHOF,DEELPAN,SANNIESHOF,"DEELPAN VILLAGE,,DEELPAN,SANNIESHOF,2760","P.O.BOX 304,SANNIESHOF,2760",0632827413,YES,YES,Q2,NO,.,,.,,.,NONE,Not Moved,600100041,600100041,654,20
600100045,2022,NW,6,Badumedi Secondary School,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,BOJANALA,MAKAPANSTAD NORTH,Govt,Govt,BOPHUTATSWANA(BOP),961153,961153,P1008,BADUMEDI MIDDLE SCHOOL,"28,189301","-25,05601",BOJANALA DISTRICT MUNICIPALITY,MORETELE LOCAL MUNICIPALITY,63701002,,,MONAHENG George Madiwane,RADIUM,VOYENTIN,RADIUM,"514 Swartboom Road, Vontine, RADIUM, 3747","P.O.BOX 69,RADIUM,0483",0147380079,YES,YES,Q1,NO,.,,.,,.,NONE,Not Moved,600100045,600100045,680,21
600100046,2022,NW,6,Bafedile Middle school,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,BOJANALA,REKOPANTSWE,Govt,Govt,BOPHUTATSWANA(BOP),960842,960842,9121009,BAFEDILE SECONDARY SCHOOL,"28,258606","-25,281787",BOJANALA DISTRICT MUNICIPALITY,MORETELE LOCAL MUNICIPALITY,63701016,,,MOKOENA Simon Seroto,HAMMANSKRAAL,STINKWATER,TEMBA,"H402 DIHIBUDUNG, MAUBANE VILLAGE, HAMMANSKRAAL, 2747","P.O.BOX 1016,TEMBA,0407",,YES,YES,Q3,NO,.,,.,,.,NONE,Not Moved,600100046,600100046,681,21
600100048,2022,NW,6,Bafokeng High School,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,BOJANALA,BONESANG,Trust Land,Govt,BOPHUTATSWANA(BOP),960775,960775,9152002,BAFOKENG HIGH SCHOOL,"27,168333","-25,573167",BOJANALA DISTRICT MUNICIPALITY,RUSTENBURG  LOCAL MUNICIPALITY,63703005,,,MOSUE Joseph,PHOKENG,PHOKENG VILLAGE,PHOKENG,"482 RAMMOPO STREET, RUSTENBURG, PHOKENG, 10747","P.O.BOX 291,PHOKENG,0335",0872100617,YES,YES,Q4,NO,.,,.,,.,NONE,Not Moved,600100048,600100048,937,31
600100049,2022,NW,6,BAGAMAIDI PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,DR RUTH S MOMPATI,MANTHE,Govt,Govt,DEPARTMENT OF EDUCATION AND TRAINING(DET),960995,960995,NOT APPLICABLE,NOT APPLICABLE,"25,052247","-27,663182",DR RUTH SEGOMOTSI MOMPATI DISTRICT MUNICIPALITY,GREATER TAUNG LOCAL MUNICIPALITY,63904015,,,MOOKETSI Lebogang Walter,TAUNG,.,HARTSWATER,"KHUDUTLOU VILLAGE, , TAUNG, 2747","P.O.BOX 297,HARTSWATER,8570",0717787455,YES,.,Q1,NO,.,,.,,.,NONE,Not Moved,600100049,600100049,222,9
600100053,2022,NW,6,BAISITSE PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,DR RUTH S MOMPATI,TAUNG CENTRAL,Trust Land,Govt,DEPARTMENT OF EDUCATION AND TRAINING(DET),961655,96095,NOT APPLICABLE,NOT APPLICABLE,"24,80054","-27,558661",DR RUTH SEGOMOTSI MOMPATI DISTRICT MUNICIPALITY,GREATER TAUNG LOCAL MUNICIPALITY,63904012,,,KGOAHLA Lesetja Solly,TAUNG,.,TAUNG,"MANOKWANE VILLAGE, , TAUNG, 4747","P.O.BOX 5006,TAUNG,8584",0539947217,YES,NOT APPLICABLE,Q1,NO,.,,.,,.,NONE,Not Moved,600100053,600100053,518,16
600100056,2022,NW,6,BAITSHOKI HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,NGAKA MODIRI MOLEMA,ITSOSENG,Govt,Govt,NEW EDUCATION DEPARTMENT,961648,961648,9414005,BAITSHOKI SENIOR SECONDARY SCHOOL,"25,870855","-26,096327",NGAKA MODIRI MOLEMA DISTRICT MUNICIPALITY,DITSOBOTLA LOCAL MUNICIPALITY ,63804009,,,LEGAE Letobe Esau,ITSOSENG,Itsoseng,ITSOSENG,"2548 Zone 2 Ext., Itsoseng, ITSOSENG, 6747","PRIVATE BAG X21,ITSOSENG,2744",0183382428,YES,YES,Q1,NO,.,,.,,.,NONE,Not Moved,600100056,600100056,747,25
600100057,2022,NW,6,BAKANG PRIMARY,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,DR KENNETH KAUNDA,TSWELELOPELE,Govt,Govt,DEPARTMENT OF EDUCATION AND TRAINING(DET),82242,82242,NOT APPLICABLE,NOT APPLICABLE,"26,42335","-26,73599",DR KENNETH KAUNDA DISTRICT MUNICIPALITY,MATLOSANA LOCAL MUNICIPALITY,64003002,,,CHACHA Pule,HARTBEESFONTEIN,HARTEBEESFONTEIN,KLERKSDORP,"1164 MOLEFE STREET, TIGANE LOCATION, HARTBEESFONTEIN, 1747","P.O.BOX 772,HARTBEESFONTEIN,2600",0184310663,YES,.,Q2,NO,.,,.,,.,NONE,Not Moved,600100057,600100057,1025,33
600100058,2022,NW,6,BAKANG INTERMEDIATE,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,COMPREHENSIVE,DR RUTH S MOMPATI,REIVILO,Govt,Govt,NEW EDUCATION DEPARTMENT,961293,961293,NOT APPLICABLE,BAKANG INTERMEDIATE,"24,484279","-27,842849",DR RUTH SEGOMOTSI MOMPATI DISTRICT MUNICIPALITY,GREATER TAUNG LOCAL MUNICIPALITY,63904022,,,SAUL Tumelo Petrus,TAUNG,RIETFONTEIN,HARTSWATER,"10142, RIETFONTEIN VILLAGE, TAUNG, 2747","P.O.BOX 2372,HARTSWATER,8570",0839759800,YES,.,Q2,NO,.,,.,,.,NONE,Not Moved,600100058,600100058,152,8
600100059,2022,NW,6,BAKANG - SELEBO PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,NGAKA MODIRI MOLEMA,TSHWARANANG,Trust Land,Govt,NEW EDUCATION DEPARTMENT,962343,962343,NOT APPLICABLE,NOT APPLICABLE,"25,661917","-25,939483",NGAKA MODIRI MOLEMA DISTRICT MUNICIPALITY,MAHIKENG LOCAL MUNICIPALITY  ,63803027,,,SETLHATLOSO Patricia,MAHIKENG,SETLOPO,MAFIKENG,"SETLOPO VILLAGE, MAHIKENG, MAHIKENG, 3747","P.O.BOX 5752,MAFIKENG,2745",0180116702,YES,.,Q2,NO,.,,.,,.,NONE,Not Moved,600100059,600100059,1206,34
