NatEmis,DataYear,Province,ProvinceCD,Official_Institution_Name,STATUS,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,DemarcationFrom,DemarcationTo,OldNatEMIS,NewNATEMIS,Learners2022,Educators2022
800000398,2022,MP,8,AZALEA COMBINED SCHOOL,OPEN,Public,Ordinary School,COMBINED SCHOOL,NOT APPLICABLE,GERT SIBANDE,LEKWA WEST,Government,,,200835,200835,6609002,AZALEA COMBINED,"29,22786","-26,95394",GERT SIBANDE DISTRICT MUNICIPALITY,LEKWA LOCAL MUNICIPALITY,7,,,,AZALEA - STANDERTON,STANDERTON,STANDERTON,"4 MINNAAR STREET, AZALEA, STANDERTON, 2430",PO BOX 712 STANDERTON STANDERTON 2430,0177122569,YES,.,Q4,,,1991-01-01,.,,,NONE,NOT MOVED,800000398,800000398,1026,32
800000406,2022,MP,8,BAADJIESBULT PRIMARY SCHOOL,OPEN,Public,Ordinary School,COMBINED SCHOOL,NOT APPLICABLE,GERT SIBANDE,CAROLINA,Farm,farm DOE contract,,201816,,6601085,,"30,25033","-26,13405",GERT SIBANDE DISTRICT MUNICIPALITY,ALBERT LUTHULI LOCAL MUNICIPALITY,21,,,MR ZJ NKOSI,CAROLINA,CAROLINA,CAROLINA,"Oshoek Road Appeldoorn Farm, ,  Carolina, 1185",PO BOX 442  Carolina 1185,0178432421,YES,.,Q1,,,1991-01-01,.,,,NONE,NOT MOVED,800000406,800000406,141,7
800000430,2022,MP,8,MAMINZA PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,NOT APPLICABLE,EHLANZENI,SIKHULILE,Trust land,,,400706,400706,,,"31,14493","-25,41038",EHLANZENI DISTRICT MUNICIPALITY,MBOMBELA LOCAL MUNICIPALITY,26,,,MS NL THABETHE,MALELANE,MSOGWABA,MSOGWABA,"014127, MSOGWABA, MSOGWABA, 1215",PO BOX 284 MSOGWABA MSOGWABA 1215,0716433738,YES,.,Q3,,,1994-01-01,.,,,NONE,NOT MOVED,800000430,800000430,1217,34
800000455,2022,MP,8,LETSAKUTFULA PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,NOT APPLICABLE,EHLANZENI,NKULULEKO,Government,,,400910,400910,,,"31,35831","-25,51975",EHLANZENI DISTRICT MUNICIPALITY,MBOMBELA LOCAL MUNICIPALITY,13,,,MS SR MOHLALA,MATSULU,MATSULU,MATSULU,"STAND NO1708 c, Matsulu, MATSULU , 1203",PO BOX 1337 MATSULU MATSULU 1203,0137788901,YES,.,Q4,,,1994-01-01,.,,,NONE,NOT MOVED,800000455,800000455,618,19
800000463,2022,MP,8,BABUTHENI SECONDARY SCHOOL,OPEN,Public,Ordinary School,COMBINED SCHOOL,NOT APPLICABLE,NKANGALA,LIBANGENI,Government,,,301421,301421,6607002,BABUTHENI,"28,85617","-25,12583",NKANGALA DISTRICT MUNICIPALITY,DR JS MOROKA LOCAL MUNICIPALITY,24,,,MR PP NKHUMISHE,ALLEMANSDRIFT B,ALLEMANSDRIFT B,MBIBANE,"454 OUTLINE STREET, ALLEMANSDRIFT B, MBIBANE, 449",OUTLINE STREET 454 MBIBANE MBIBANE 0449,0733440561,YES,.,Q1,,,1996-01-01,.,,,NONE,NOT MOVED,800000463,800000463,394,12
800000471,2022,MP,8,YOUNG HARVEST CHRISTIAN SCHOOL,OPEN,Independent,Ordinary School,COMBINED SCHOOL,NOT APPLICABLE,GERT SIBANDE,BETHAL,Government,,,,,,,"29,45838","-26,45768",GERT SIBANDE DISTRICT MUNICIPALITY,GOVAN MBEKI LOCAL MUNICIPALITY,0,,,,BETHAL,BETHAL,BETHAL,"4 Andries Pretorious Street, New Bethal East, Bethal , 2310",PO BOX 1564 Bethal Bethal 2310,0176475466,NOT APPLICABLE,NONE,NOT APPLICABLE,,,1998-01-01,NOT APPLICABLE,,,NONE,NOT MOVED,800000471,800000471,66,10
800000489,2022,MP,8,BALFOUR PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,NOT APPLICABLE,GERT SIBANDE,DIPALISENG,Government,,,201002,201002,0,,"28,5745","-26,6555",GERT SIBANDE DISTRICT MUNICIPALITY,DIPALESENG LOCAL MUNICIPALITY,3,,,MR SJ PRETORIUS,BALFOUR,BALFOUR,BALFOUR,"1 Chef Street, Balfour, Balfour, 2410",PO BOX 144  BALFOUR 2410,0177730101,YES,.,Q4,,,1991-01-01,.,,,NONE,NOT MOVED,800000489,800000489,918,28
800000513,2022,MP,8,BAMBANANI PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,NOT APPLICABLE,NKANGALA,TWEEFONTEIN SOUTH,Government,,,300702,300702,,,"28,8004","-25,41648",NKANGALA DISTRICT MUNICIPALITY,THEMBISILE LOCAL MUNICIPALITY,0,,,MR CJ MAHLANGU,KWAMHLANGA,KWAMHLANGA,KWAMHLANGA,"STAND 247, TWEEFONTIEN J, KWAMHLANGA, 1022",PO BOX 1013  KWAMHLANGA 1022,0139458909,YES,.,Q2,,,1996-01-01,.,,,NONE,NOT MOVED,800000513,800000513,127,4
800000521,2022,MP,8,BAMBANANI PRIMARY SCHOOL,OPEN,Public,Ordinary School,COMBINED SCHOOL,NOT APPLICABLE,EHLANZENI,WHITE HAZY 2,Trust land,,,401602,400302,,,"31,1281","-25,15592",EHLANZENI DISTRICT MUNICIPALITY,MBOMBELA LOCAL MUNICIPALITY,6,,,MR DH MOKOENA,PHOLA TRUST,WHITE RIVER,WHITE RIVER,"STAND NO. 483, PHOLA TRUST, WHITE RIVER, 1240",PO BOX 526  WHITE RIVER 1240,0137981377,YES,.,Q2,,,1997-01-01,.,,,NONE,NOT MOVED,800000521,800000521,536,17
800000596,2022,MP,8,BANKFONTEIN COMBINED SCHOOL,OPEN,Public,Ordinary School,COMBINED SCHOOL,NOT APPLICABLE,NKANGALA,STEVE TSHWETE 3,Farm,farm DOE contract,,302330,302330,6610005,BANKFONTEIN,"29,63367","-25,65217",NKANGALA DISTRICT MUNICIPALITY,STEVE TSHWETE LOCAL MUNICIPALITY,21,,,,C/O STOFBERG ROAD,MIDDELBURG,MIDDELBURG,"CF3 LIGTHELM FARM, Farm, CITY, 1050",PO BOX 2168 MIDDELBURG Town 1050,0843961373,YES,.,Q1,,,1991-02-01,.,,,NONE,NOT MOVED,800000596,800000596,818,22
800000620,2022,MP,8,BANTFWABETHU SECONDARY SCHOOL,OPEN,Public,Ordinary School,SECONDARY SCHOOL,NOT APPLICABLE,GERT SIBANDE,MASHISHILA,Government,,,201625,201625,6601003,MPUMALANGA EDACATION DEPT.BANTFWABETFU,"30,79468","-26,0604",GERT SIBANDE DISTRICT MUNICIPALITY,ALBERT LUTHULI LOCAL MUNICIPALITY,14,,,MR SB MHLANGA,ELUKWATINI,ELUKWATINI,ELUKWATINI,"772A ELUKWATINI MAIN ROAD, ELUKWATINI, ELUKWATINI, 1192",PO BOX 26 ELUKWATINI ELUKWATINI 1192,0178831036,YES,.,Q5,,,1996-01-01,.,,,NONE,NOT MOVED,800000620,800000620,755,24
800000653,2022,MP,8,BARBERTON COMBINED SCHOOL,OPEN,Public,Ordinary School,COMBINED SCHOOL,NOT APPLICABLE,EHLANZENI,UMJINDI,Government,,,401026,401026,6608002,BARBERTON COMBINED,"31,04367","-25,77917",EHLANZENI DISTRICT MUNICIPALITY,MBOMBELA LOCAL MUNICIPALITY,6,,,MS H BAIG,BARBERTON,BARBERTON,BARBERTON,"3 SMIT STREET, BARBERTON, BARBERTON, 1300",SMIT 3 BARBERTON BARBERTON 1300,0137122371,YES,.,Q4,,,1991-01-01,.,,,NONE,NOT MOVED,800000653,800000653,644,21
800000661,2022,MP,8,MOUNTAIN VIEW SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,NOT APPLICABLE,EHLANZENI,UMJINDI,Government,,,401027,401027,6608097,,"31,0435","-25,77467",EHLANZENI DISTRICT MUNICIPALITY,MBOMBELA LOCAL MUNICIPALITY,6,,,MR AC MASHER,BARBERTON,BARBERTON,BARBERTON,"Swarts Street, , BARBERTON, 1300",PO BOX 100  BARBERTON 1300,0137122367,YES,.,Q5,,,1991-01-01,.,,,NONE,NOT MOVED,800000661,800000661,822,20
800000729,2022,MP,8,BASHELE PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,NOT APPLICABLE,GERT SIBANDE,MSUKALIGWA 1,Government,,,200202,200202,,,"29,97017","-26,49317",GERT SIBANDE DISTRICT MUNICIPALITY,MSUKALIGWA LOCAL MUNICIPALITY,1,,,,THANJEKWAYO STREET,WESSELTON,ERMELO,"1827 THANJEKWAYO STR., WESSELTON, ERMELO, 2350",PO BOX 324 ERMELO ERMELO 2350,0178113319,YES,.,Q4,,,1991-01-01,.,,,NONE,NOT MOVED,800000729,800000729,519,14
800000786,2022,MP,8,BAWOKUHLE PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,NOT APPLICABLE,NKANGALA,TWEEFONTEIN SOUTH,Government,,,300703,300703,,,"28,87817","-25,40518",NKANGALA DISTRICT MUNICIPALITY,THEMBISILE LOCAL MUNICIPALITY,10,,,MS MS SIBANYONI,GEMSBOKSPRUIT,GEMSBOKSPRUIT,EMPUMALANGA,"559 GEMSBOKSPRUIT, KWAGGAFONTEIN, KWAGGAFONTEIN , 458",PO BOX 3031 EMPUMALANGA KWAGGAFONTEIN 0458,0722439542,YES,.,Q3,,,1996-01-01,.,,,NONE,NOT MOVED,800000786,800000786,335,11
800000794,2022,MP,8,BAZANI PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,FULL SERVICE,NKANGALA,VICTOR KHANYE,Government,,,300105,300105,,,"28,69222","-26,13103",NKANGALA DISTRICT MUNICIPALITY,VICTOR KHANYE LOCAL MUNICIPALITY,6,,,MR HM MOLOISANE,BOTLENG,BOTLENG,DELMAS,"891 SHABANGU STREET, , DELMAS, 2210",PO BOX 243  BOTLENG DELMAS 2210,0136653961,YES,.,Q3,,,1991-02-01,.,,,NONE,NOT MOVED,800000794,800000794,741,24
800000828,2022,MP,8,BEESTEPAN AGRICULTURAL SCHOOL,OPEN,Public,Ordinary School,SECONDARY SCHOOL,AGRICULTURAL,NKANGALA,STEVE TSHWETE 1,Farm,,,302121,302121,6610006,BEESTEPAN,"29,7093","-25,84075",NKANGALA DISTRICT MUNICIPALITY,STEVE TSHWETE LOCAL MUNICIPALITY,10,,,,BEESTEPAN FARM-BOERDERY,MIDDELBURG,MIDDELBURG,"BEESTEPAN BOERDERY, ELANDSFONTEIN, MIDDELBURG, MIDDELBURG, 1050",PO BOX 3979 MIDDELBURG MIDDELBURG 1050,0132971697,YES,.,Q4,,,1992-01-01,.,,,NONE,NOT MOVED,800000828,800000828,335,13
800000844,2022,MP,8,BEKETELANI PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,NOT APPLICABLE,GERT SIBANDE,MPULUZI,Other,,,201428,201428,,,"30,74537","-26,53148",GERT SIBANDE DISTRICT MUNICIPALITY,MKHONDO LOCAL MUNICIPALITY,6,,,MR KC SHONGWE,RUBANIA KOMA TILAND FORESTRY,AMSTERDAM,AMSTERDAM,"031 , STAFFORD, AMSTERDAM, 2375",PO BOX 106 AMSTERDAM STAFFORD 2375,0178819908,YES,.,Q1,,,1996-01-01,.,,,NONE,NOT MOVED,800000844,800000844,83,4
800000869,2022,MP,8,BEKEZELA PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,NOT APPLICABLE,NKANGALA,SIYABUSWA 2,Government,,,301503,301503,,,"28,96133","-25,14617",NKANGALA DISTRICT MUNICIPALITY,DR JS MOROKA LOCAL MUNICIPALITY,14,,,MR NL MOTHOA,MAPHOTLA,SIYABUSWA,SIYABUSWA,"TIRISANO STREET 298, MAPHOTLA, SIYABUSWA, 472",PO BOX 39 SIYABUSWA SIYABUSWA 0472,0833696096,YES,.,Q3,,,1996-01-01,.,,,NONE,NOT MOVED,800000869,800000869,295,9
800000885,2022,MP,8,BELFAST PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,NOT APPLICABLE,NKANGALA,EMAKHAZENI,Government,,,302402,302402,6610126,,"29,99167","-25,67453",NKANGALA DISTRICT MUNICIPALITY,EMAKHAZENI LOCAL MUNICIPALITY,2,,,MR VO NDLOVU,SIYATHUTHUKA TOWNSHIP,BELFAST,BELFAST,"430 MKHONTO STREET, SIYATHUTHUKA, BELFAST, 1100",PO BOX 270  BELFAST 1100,0132550639,YES,.,Q5,,,1991-02-01,.,,,NONE,NOT MOVED,800000885,800000885,880,22
800000935,2022,MP,8,BENZANGANI PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,NOT APPLICABLE,NKANGALA,TWEEFONTEIN SOUTH,Government,,,300704,300704,,,"28,89467","-25,4015",NKANGALA DISTRICT MUNICIPALITY,THEMBISILE LOCAL MUNICIPALITY,10,,,MS SS NDIMANDE,KWAMHLANGA,GEMSBOKSPRUIT,GEMSBOKSPRUIT,"STAND NO. 1874, , MZIMUHLE, 458",PO BOX 2879 EMPUMALANGA EMPUMALANGA 0458,0711177648,YES,.,Q3,,,1996-01-01,.,,,NONE,NOT MOVED,800000935,800000935,184,4
800000943,2022,MP,8,BERBICE PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,NOT APPLICABLE,GERT SIBANDE,MKHONDO EAST,Farm,,,200501,200501,,,"31,15447","-27,20385",GERT SIBANDE DISTRICT MUNICIPALITY,MKHONDO LOCAL MUNICIPALITY,9,,,MR EM MNDEBELE,PIET RETIEF,PIET RETIEF,PIET RETIEF,"BERBICE FARM, BERBICE, PIET RETIEF, 2380",PO BOX 723 BERBICE PIET RETIEF 2380,,YES,.,Q1,,,1991-01-01,.,,,NONE,NOT MOVED,800000943,800000943,197,6
800000968,2022,MP,8,BERGPLAAS PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,NOT APPLICABLE,GERT SIBANDE,MKHONDO EAST,Farm,,,200502,200502,,,"31,25903","-27,25355",GERT SIBANDE DISTRICT MUNICIPALITY,MKHONDO LOCAL MUNICIPALITY,9,,,MS SC KHALATHA,PIET RETIEF,PIET RETIEF,PIET RETIEF,"BERG PLAAS TRUST, , PIET RETIEF, 2380",PO BOX 1159  PIET RETIEF 2380,0725444585,YES,.,Q1,,,1991-01-01,.,,,NONE,NOT MOVED,800000968,800000968,293,10
800000984,2022,MP,8,BETHAMOYA PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,NOT APPLICABLE,GERT SIBANDE,WAKKERSTROOM,Trust land,,,200704,200704,,,"30,04233","-27,11983",GERT SIBANDE DISTRICT MUNICIPALITY,PIXLEY KA ISAKA SEME LOCAL MUNICIPALITY,6,,,MS NRM NHLABATHI,VLAKPOORT,VLAKPOORT,VLAKPOORT,"SOMMERSHOEK FARM, vlakpoort, AMERSFOORT, 2490",PO BOX 18 Vlakpoort VLAKPOORT 2491,0616425551,YES,.,Q1,,,1991-01-01,.,,,NONE,NOT MOVED,800000984,800000984,159,5
800001008,2022,MP,8,BHAMBATHA PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,NOT APPLICABLE,EHLANZENI,NKOMAZI EAST,Trust land,,,401502,401502,,,"31,88983","-25,71333",EHLANZENI DISTRICT MUNICIPALITY,NKOMAZI LOCAL MUNICIPALITY,8,,,MR RS MABUZA,NELSPRUIT,STEENBOK,KWALUGEDLANE,"STAND NO 912, STEENBOK, KOMATIPOORT, 1347",PO BOX 637 STEENBOK KOMATIPOORT 1347,0137820048,YES,.,Q1,,,1996-01-01,.,,,NONE,NOT MOVED,800001008,800001008,457,15
800001040,2022,MP,8,BHEKIMFUNDO PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,FULL SERVICE,NKANGALA,TWEEFONTEIN NORTH,Government,,,300819,300819,,,"28,87083","-25,33767",NKANGALA DISTRICT MUNICIPALITY,THEMBISILE LOCAL MUNICIPALITY,16,,,MR MF SKHOSANA,KWAMHLANGA,EMPUMALANGA,EMPUMALANGA,"1926 VLAKLAAGTE NO 1, , VLAKLAAGTE , 458",PO BOX 311 EMPUMALANGA EMPUMALANGA  0458,0139547731,YES,.,Q3,,,1996-01-01,.,,,NONE,NOT MOVED,800001040,800001040,604,18
800001065,2022,MP,8,BHEKISWAKO SECONDARY SCHOOL,OPEN,Public,Ordinary School,SECONDARY SCHOOL,NOT APPLICABLE,EHLANZENI,WHITE HAZY 1,Trust land,,,400326,400326,6604004,BHEKISWAKO,"31,14047","-25,13693",EHLANZENI DISTRICT MUNICIPALITY,MBOMBELA LOCAL MUNICIPALITY,25,,,,HAZYVIEW,HAZYVIEW,HAZYVIEW,"BHEKISWAKO TRUST STAND NO 01, HAZYVIEW, HAZYVIEW, 1242",PO BOX 2028 HAZYVIEW HAZYVIEW 2028,0762212557,YES,.,Q3,,,1996-01-01,.,,,NONE,NOT MOVED,800001065,800001065,1018,23
800001107,2022,MP,8,BINGWENI SECONDARY SCHOOL,OPEN,Public,Ordinary School,SECONDARY SCHOOL,NOT APPLICABLE,NKANGALA,LIBANGENI,Government,,,301422,301422,6607003,BINGWENI,"28,905","-25,16983",NKANGALA DISTRICT MUNICIPALITY,DR JS MOROKA LOCAL MUNICIPALITY,15,,,MR KJ XABA,LEEUFONTEIN A,MBIBANE,MBIBANE,"STAND NO 34, LEEUFONTEIN A, LEEUFONTEIN A, 449",PO BOX 136 MBIBANE SIYABUSWA 0449,0765284499,YES,.,Q3,,,1996-01-01,.,,,NONE,NOT MOVED,800001107,800001107,509,16
800001149,2022,MP,8,BLESBOKSPRUIT PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,NOT APPLICABLE,GERT SIBANDE,MKHONDO WEST,Farm,,,200503,200503,,,"30,86475","-26,9558",GERT SIBANDE DISTRICT MUNICIPALITY,MKHONDO LOCAL MUNICIPALITY,8,,,MR GS MAVUSO,PIET RETIEF,PIET RETIEF,PIET RETIEF,"BLESBOKSPRUIT FARM, DAKA FARM, PIET RETIEF, 2380",PO BOX 1124  PIET RETIEF 2380,0834128789,.,.,Q1,,,1991-01-01,.,,,NONE,NOT MOVED,800001149,800001149,170,5
800001156,2022,MP,8,BLINKPAN PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,NOT APPLICABLE,NKANGALA,STEVE TSHWETE 1,Mine,,,302104,302104,,,"29,46617","-26,08333",NKANGALA DISTRICT MUNICIPALITY,STEVE TSHWETE LOCAL MUNICIPALITY,24,,,,MAIN ROAD,BLINKPAN,BLINKPAN,"MAIN ROAD, MAIN ROAD , BLINKPAN, 2250",PO BOX 810  BLINKPAN 2250,0132953560,YES,.,Q2,,,1991-02-01,.,,,NONE,NOT MOVED,800001156,800001156,231,11
