NatEmis,DataYear,Province,ProvinceCD,Official_Institution_Name,STATUS,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,DemarcationFrom,DemarcationTo,OldNatEMIS,NewNATEMIS,Learners2022,Educators2022
300014405,2022,NC,3,ULCO ACADEMY SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY SCHOOL,FRANCES BAARD (FB),F5,Factory,INDEPENDENT,N/A,.,.,.,.,.,.,FRANCES BAARD DISTRICT MUNICIPALITY,DIKGATLONG LOCAL MUNICIPALITY,.,.,.,A VORSTER,.,ULCO,ULCO,HOOFSTRAAT ULCO 8390,PO BOX 123 ULCO 8390,535620165,.,.,NOT APPLICABLE,.,.,,.,.,,NONE,NOT MOVED,300014405,300014405,34,4
300014406,2022,NC,3,DEGANIA HIGH SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,NOT APPLICABLE,FRANCES BAARD (FB),F3,Farm,INDEPENDENT,N/A,.,.,.,.,.,.,FRANCES BAARD DISTRICT MUNICIPALITY,PHOKWANE LOCAL MUNICIPALITY,.,.,.,P MATAMANDE,MAGOGONG,HARTSWATER,HARTSWATER,MAGOGONG HARTSWATER 8570,PO BOX 2387 HARTWATER 8570,728298506,.,.,NOT APPLICABLE,.,.,,.,.,,NONE,NOT MOVED,300014406,300014406,77,14
300015202,2022,NC,3,IKAGENG INTERMEDIÊRE  SKOOL,OPEN,PUBLIC,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY SCHOOL,PIXLEY KA SEME (PXL),P3,DOE NORTHERN CAPE,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),225360,970389,.,.,-29.00806,23.93815,PIXLEY KA SEME DISTRICT MUNICIPALITY,SIYANCUMA LOCAL MUNICIPALITY,30708002,.,.,HAJ  WEILBACH,.,.,DOUGLAS,"DE KEUR FARM, DEKEUR FARM, KIMBERLEY, 8720",PO BOX 3259 KIMBERLEY 8300,532982365,YES,ABCD,Q1,NO,NOT APPLICABLE,,YES,DEEP RURAL,,NONE,NOT MOVED,300015202,300015202,264,10
300015211,2022,NC,3,SUNSET PRIMARY COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,NOT APPLICABLE,FRANCES BAARD (FB),P1,Church,INDEPENDENT,N/A,.,.,.,.,.,.,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,.,.,.,LP AIKEN,.,NEW PARK,KIMBERLEY,BLACK STREET NEW PARK KIMBELEY 8301,BLACK STREET NEW PARK KIMBERLEY 8301,795229363,.,.,NOT APPLICABLE,.,.,,.,.,,NONE,NOT MOVED,300015211,300015211,174,13
300015402,2022,NC,3,EMMANUEL SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,FRANCES BAARD (FB),F4,DOE NORTHERN CAPE,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),225402,970374,.,EMMANUEL HIGH SCHOOL,-28.69599,24.73157,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,30901003,.,.,SL Mr. Muller,.,HOMEVALE,KIMBERLEY,"14 TH STREET, HOMEVALE, KIMBERLEY, 8301",PO BOX 1929 KIMBERLEY 8301,538712305,YES,ABCD,Q3,NO,NOT APPLICABLE,,NO,URBAN,,NONE,NOT MOVED,300015402,300015402,1250,41
300016220,2022,NC,3,SCHMIDTSDRIFT BATHLAPING INTERMEDIATE SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY SCHOOL,FRANCES BAARD (FB),P5,DOE NORTHERN CAPE,PUBLIC,NEW EDUCATION DEPARTMENT,.,.,.,Schmidtsdrift Batlhaping Intermediate,-28.70252,24.06053,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,30708005,.,.,KF DUIKER,SCHMIDTSDRIFT,.,KIMBERLEY,"RURAL AREA, SCHMIDTSDRIFT, KIMBERLEY, 8300",PO BOX 1004 KIMBERLEY 8300,538337226,NO,NOT APPLICABLE,Q1,NO,NOT APPLICABLE,18-Apr-01,YES,RURAL,,NONE,NOT MOVED,300016220,300016220,277,11
300016403,2022,NC,3,GREENPOINT HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,FRANCES BAARD (FB),F7,DOE NORTHERN CAPE,PUBLIC,NEW EDUCATION DEPARTMENT,.,.,2016403,GREENPOINT HIGH SCHOOL,-28.77855,24.77485,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,30901022,.,.,G MR O. YOUNG,.,GREENPOINT,KIMBERLEY,"REDWOOD STREET, GREENPOINT, KIMBERLEY, 8301",PO BOX 10229 KIMBERLEY 8300,538511674,YES,AD,Q3,NO,NOT APPLICABLE,07-Jan-00,NO,URBAN,,NONE,NOT MOVED,300016403,300016403,709,24
300016404,2022,NC,3,ROODEPAN HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,FRANCES BAARD (FB),F9,DOE NORTHERN CAPE,PUBLIC,N/A,.,.,.,Pescodia High School,.,.,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,.,.,., Mr. Fielies,.,ROODEPAN,KIMBERLEY,Camelia  10,.,538612843,.,.,Q3,.,.,,.,.,,NONE,NOT MOVED,300016404,300016404,832,30
300017003,2022,NC,3,SHEKINAH INTERMEDIATE SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,FRANCES BAARD (FB),F4,Church,INDEPENDENT,HOUSE OF DELEGATES(HOD),.,.,.,.,.,.,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,.,.,.,SE  KING,.,HOMEVALE,KIMBERLEY,"1 TH STREET, HOMEVALE, KIMBERLEY, 8301",PO BOX 1397 KIMBERLEY 8300,538716115,NO,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,,NO,URBAN,,NONE,NOT MOVED,300017003,300017003,304,14
300017224,2022,NC,3,JAN KEMPDORP PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,FRANCES BAARD (FB),F1,DOE NORTHERN CAPE,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),75407,970442,.,JANKEMPDORP PRIMARY SCHOOL,-27.91313,24.81549,FRANCES BAARD DISTRICT MUNICIPALITY,PHOKWANE LOCAL MUNICIPALITY,30904006,.,.,MW SEBOGODI,VALSPAN,VALSPAN,JAN KEMPDORP,"12 S. RAMAKATSA STREET JAN KEMPDORP, 8550",PO BOX 3189 JAN KEMPDORP 8550,534561629,YES,ACD,Q1,NO,NOT APPLICABLE,,YES,RURAL,,NONE,NOT MOVED,300017224,300017224,1067,32
300017225,2022,NC,3,FUTURUM AKADEMIE,OPEN,INDEPENDENT,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,NOT APPLICABLE,FRANCES BAARD (FB),F1,INDEPENDENT,INDEPENDENT,N/A,.,.,.,.,.,.,FRANCES BAARD DISTRICT MUNICIPALITY,PHOKWANE LOCAL MUNICIPALITY,.,.,.,PJ PIENAAR,TADCASTER,.,TADCASTER,N18 TADCASTER 8560,N18 TADCASTER 8560,731845649,.,.,NOT APPLICABLE,.,.,,.,.,,NONE,NOT MOVED,300017225,300017225,276,25
300017306,2022,NC,3,BANKSDRIF SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,FRANCES BAARD (FB),F4,DOE NORTHERN CAPE,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),75306,970427,.,BANKSDRIFT HIGH SCHOOL,-27.71937,24.80923,FRANCES BAARD DISTRICT MUNICIPALITY,PHOKWANE LOCAL MUNICIPALITY,30904009,.,.,BE  MOKGELEDI,.,.,HARTSWATER,"WATER AFFAIRS MEN'S HOSTEL HARTSWATER, 8570",PO BOX 845 HARTSWATER 8570,534740532,NO,NOT APPLICABLE,Q1,NO,NOT APPLICABLE,,YES,RURAL,,NONE,NOT MOVED,300017306,300017306,592,23
300017407,2022,NC,3,FLOORS HIGH SCHOOL NR 2,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,FRANCES BAARD (FB),F2,DOE NORTHERN CAPE,PUBLIC,N/A,.,.,.,Floors no 2 High School,.,.,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,.,.,.,. OLIPHANT,.,FLORIANVILLE,KIMBERLEY,MAPLE ROAD8301,PO BOX 829 KIMBERLEY 8301,538329863,.,.,Q3,.,.,,.,.,,NONE,NOT MOVED,300017407,300017407,663,23
300017408,2022,NC,3,KIMBERLEY CHRISTIAN SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,NOT APPLICABLE,FRANCES BAARD (FB),F9,INDEPENDENT,INDEPENDENT,N/A,.,.,.,.,.,.,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,.,.,.,E DE VILLIERS,SANCTUARY FARM,DISCOBOLOS,KIMBERLEY,SANCTUARY FARM KIMBERLEY 8301,PO BOX 1312 KIMBERLEY 8300,538325697,.,.,NOT APPLICABLE,.,.,,.,.,,NONE,NOT MOVED,300017408,300017408,33,3
300017409,2022,NC,3,VALSPAN HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,FRANCES BAARD (FB),F1,DOE NORTHERN CAPE,PUBLIC,N/A,.,.,.,VALSPAN  HIGH SCHOOL,.,.,FRANCES BAARD DISTRICT MUNICIPALITY,PHOKWANE LOCAL MUNICIPALITY,.,.,.,. MODIAKGOTLA,.,JAN KEMPDORP,JAN KEMPDORP,3188 MASAKENG,"PO BOX 1124, JAN KEMPDORP, 8550",534560941,.,.,Q3,.,.,,.,.,,NONE,NOT MOVED,300017409,300017409,748,26
300021308,2022,NC,3,VOLKSKOOL ORANIA GEKOMBINEERD,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,NOT APPLICABLE,PIXLEY KA SEME (PXL),P1,INDEPENDENT,INDEPENDENT,HOUSE OF DELEGATES(HOD),.,.,.,.,-29.81308,24.41415,PIXLEY KA SEME DISTRICT MUNICIPALITY,RENOSTERBERG LOCAL MUNICPALITY,.,.,.,A BOSHOFF,.,.,ORANIA,151 PÊRELLAAN ORANIA 8752,PO BOX 135 ORANIA 8752,532070161,NO,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,,NO,RURAL,,NONE,NOT MOVED,300021308,300021308,116,12
300022214,2022,NC,3,ORANJE DIAMANT PRIMÊRE SKOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PIXLEY KA SEME (PXL),P2,DOE NORTHERN CAPE,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),.,.,.,.,-29.61868,24.10116,PIXLEY KA SEME DISTRICT MUNICIPALITY,THEMBELIHLE LOCAL MUNICIPALITY,30706004,.,.,AR L.Yawa,.,STEYNVILLE,HOPETOWN,"VYGIE STREET, STEYNVILLE, HOPETOWN, 8750",PO BOX 57 HOPETOWN 8750,532030363,YES,ABCD,Q3,NO,NOT APPLICABLE,,NO,RURAL,,NONE,NOT MOVED,300022214,300022214,997,31
300023404,2022,NC,3,NOUPOORT CHRISTIAN COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,NOT APPLICABLE,PIXLEY KA SEME (PXL),P3,INDEPENDENT,INDEPENDENT,HOUSE OF DELEGATES(HOD),.,.,.,.,.,.,PIXLEY KA SEME DISTRICT MUNICIPALITY,UMSOMBOMVU LOCAL MUNICIPALITY,.,.,.,CM   VISSER,.,.,NOUPOORT,6 SCHMIDTSTRAAT,PO BOX 113 NOUPOORT 5950,498431764,NO,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,,NO,RURAL,,NONE,NOT MOVED,300023404,300023404,12,6
300024209,2022,NC,3,JOHN ROSSOUW PRIMÊRE SKOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PIXLEY KA SEME (PXL),P4,DOE NORTHERN CAPE,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),440671,970822,.,.,-31.39931,23.1218,PIXLEY KA SEME DISTRICT MUNICIPALITY,UBUNTU LOCAL MUNICIPALITY,30701004,.,.,JF SMITH,.,.,VICTORIA-WES,"56 NOORDER STREET, VICTORIA WEST, VICTORIAWEST, 7070",PO BOX 56 VICTORIA-WES 7070,536210187,YES,ABCD,Q2,NO,NOT APPLICABLE,,YES,RURAL,,NONE,NOT MOVED,300024209,300024209,1049,31
300024309,2022,NC,3,HANOVER DESTINY ACADEMY,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,NOT APPLICABLE,PIXLEY KA SEME (PXL),P3,TO BE UPDATED,TO BE UPDATED,N/A,.,.,.,.,.,.,PIXLEY KA SEME DISTRICT MUNICIPALITY,EMTHANJENI LOCAL MUNICIPALITY,.,.,.,MS SHEFFIELD,.,.,HANOVER,19 BERG STREET HANOVER 7005,PO BOX 65 HANOVER 7005,823851821,.,.,NOT APPLICABLE,.,.,,.,.,,NONE,NOT MOVED,300024309,300024309,6,3
300025301,2022,NC,3,HOËRSKOOL RIVERSIDE,OPEN,PUBLIC,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY SCHOOL,PIXLEY KA SEME (PXL),P5,DOE NORTHERN CAPE,PUBLIC,N/A,.,.,.,.,-29.04117,23.75912,PIXLEY KA SEME DISTRICT MUNICIPALITY,SIYANCUMA LOCAL MUNICIPALITY,30708004,.,., Mr. G.J. van Staden,.,BREIPAAL,DOUGLAS,"TROUPAND STREET, BREIPAAL, DOUGLAS, 8730",PO BOX 624 DOUGLAS 8730,532984849,NO,NOT APPLICABLE,Q2,NO,NOT APPLICABLE,,YES,.,,NONE,NOT MOVED,300025301,300025301,812,24
300032211,2022,NC,3,LEPELSFONTEIN RK PRIMÊRE SKOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,NAMAKWA (NMK),N3,Church,INDEPENDENT,NEW EDUCATION DEPARTMENT,.,.,.,.,.,.,NAMAKWA DISTRICT MUNICIPALITY,KAMIESBERG LOCAL MUNICIPALITY,.,.,.,L Mnr.L.Cloete,.,.,LEPELSFONTEIN,"LEPELSFONTEIN FARM BITTERFONTEIN, 8200",PK KOTZESRUS LEPELSFONTEIN 8200,276325006,NO,NOT APPLICABLE,Q1,NO,NOT APPLICABLE,,YES,DEEP RURAL,,NONE,NOT MOVED,300032211,300032211,24,2
300032212,2022,NC,3,FRASERBURG  ACADEMY,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,NOT APPLICABLE,NAMAKWA (NMK),N1,INDEPENDENT,INDEPENDENT,N/A,.,.,.,.,.,.,NAMAKWA DISTRICT MUNICIPALITY,KAROO HOOGLAND LOCAL MUNICIPALITY,.,.,.,R Mariet van Wyk,.,.,FRASERBURG,SONOP PLAAS FRASERBURG 6960,"PO BOX 11, FRASERBURG, 6960",237411870,.,.,NOT APPLICABLE,.,.,,.,.,,NONE,NOT MOVED,300032212,300032212,40,5
300033313,2022,NC,3,PROTEA  HOËRSKOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,NAMAKWA (NMK),N4,DOE NORTHERN CAPE,PUBLIC,NEW EDUCATION DEPARTMENT,.,.,2033313,PROTEA HIGH SCHOOL,-31.36731,19.116,NAMAKWA DISTRICT MUNICIPALITY,HANTAM LOCAL MUNICIPALITY,30605004,.,.,TF Mnr.J.J.Ryk,.,.,NIEUWOUDTVILLE,"H/V WYLAND AND NASSAY STREET NIEUWOUDTVILLE, 8180",PO BOX 86 NIEUWOUDTVILLE 8180,272181329,YES,ABCD,Q2,NO,NOT APPLICABLE,,NO,RURAL,,NONE,NOT MOVED,300033313,300033313,214,8
300033314,2022,NC,3,SPRINGBOK CHRISTIAN ACADEMY,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,NOT APPLICABLE,NAMAKWA (NMK),N1,TO BE UPDATED,TO BE UPDATED,N/A,.,.,.,.,.,.,NAMAKWA DISTRICT MUNICIPALITY,NAMA KHOI LOCAL MUNICIPALITY,.,.,.,L BURDEN,.,.,SPRINGBOK,EERSTELAAN 9 SPRINGBOK 8240,PO BOX 725 SPRINGBOK 8240,277183377,.,.,NOT APPLICABLE,.,.,23-Apr-09,.,.,,NONE,NOT MOVED,300033314,300033314,54,13
300034212,2022,NC,3,WITBANK PRIMÊRE SKOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,NAMAKWA (NMK),N2,CHURCH,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),350060,971005,.,.,.,.,NAMAKWA DISTRICT MUNICIPALITY,KHAI-MA LOCAL MUNICIPALITY,.,.,.,EV PINTO,.,WITBANK,POFADDER,"WITBANK POFADDER, 8890",PO BOX 233 POFADDER 8890,549330821,YES,C,Q3,NO,NOT APPLICABLE,,NO,DEEP RURAL,,NONE,NOT MOVED,300034212,300034212,36,2
300034214,2022,NC,3,TNJ VAN DER WALT KOLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,NOT APPLICABLE,NAMAKWA (NMK),N1,INDEPENDENT,INDEPENDENT,N/A,.,.,.,.,.,.,NAMAKWA DISTRICT MUNICIPALITY,HANTAM LOCAL MUNICIPALITY,.,.,.,G   BOTHA,.,.,LOERIESFONTEIN,BURDEN STREET LOERIESFONTEIN 8185,BURDENSTRAAT 6 LOERIESFONTEIN 8185,276621011,.,.,NOT APPLICABLE,.,.,,NO,.,,NONE,NOT MOVED,300034214,300034214,42,3
300034215,2022,NC,3,SLIMBEGIN ONDERRIGSENTRUM,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,NAMAKWA (NMK),N4,Trust Land,INDEPENDENT,N/A,.,.,.,.,.,.,NAMAKWA DISTRICT MUNICIPALITY,KAROO HOOGLAND LOCAL MUNICIPALITY,.,.,.,M BERNARDO,.,.,SUTHERLAND,PIET RETIEFSTRAAT 1,"PIET RETIEF STREET, SUTHERLAND, 6920",235711120,.,.,NOT APPLICABLE,.,.,,.,.,,NONE,NOT MOVED,300034215,300034215,12,0
300034311,2022,NC,3,WILLISTON JUNIOR KOLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,NOT APPLICABLE,NAMAKWA (NMK),N4,INDEPENDENT,INDEPENDENT,N/A,.,.,.,.,.,.,NAMAKWA DISTRICT MUNICIPALITY,KAROO HOOGLAND LOCAL MUNICIPALITY,.,.,.,JN LOUW,.,.,WILLISTON, VAN DER VALKSTRAAT WILLISTON 8920,PO BOX 114 WILLISTON 8920,533913201,NO,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,,NO,.,,NONE,NOT MOVED,300034311,300034311,25,3
300034312,2022,NC,3,AGGENEYS INTERNATIONAL ACADEMY,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,NOT APPLICABLE,NAMAKWA (NMK),N1,TO BE UPDATED,TO BE UPDATED,N/A,.,.,.,.,.,.,NAMAKWA DISTRICT MUNICIPALITY,KHAI-MA LOCAL MUNICIPALITY,.,.,.,SC KRUGER,.,.,AGGENEYS,24 ZANDPAN AVENUE AGGENEYS 8893,PO BOX 322 AGGENEYS 8893,549839392,.,.,NOT APPLICABLE,.,.,,.,.,,NONE,NOT MOVED,300034312,300034312,113,11
