NatEmis,DataYear,Province,ProvinceCD,Official_Institution_Name,STATUS,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,DemarcationFrom,DemarcationTo,OldNatEMIS,NewNATEMIS,Learners2022,Educators2022
901340654,2022,LP,9,SEKGOPO,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,MOPANI WEST,RAKWADU 2,,,NEW EDUCATION DEPARTMENT,851523,414044,,,"29,961920003","-23,640941006",MOPANI DISTRICT MUNICIPALITY,GREATER LETABA LOCAL MUNICIPALITY,93302009,90206006,,RAMMALA M.S,GAMAILULA,SEKGOPO,MOOKETSI,MOSHATE; GA-MAILULA;,P.O. BOX 139; MOOKETSI,0834717538,YES,,Q1,N,,,YES,RURAL,,LP,LP,901340654,901340654,229,6
901340746,2022,LP,9,MATSWIDIKANYE,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,MOPANI WEST,RAKWADU 2,,,DEPARTMENT OF EDUCATION & TRAINING(DET),851481,414043,,,"29,963938416","-23,633103836",MOPANI DISTRICT MUNICIPALITY,GREATER LETABA LOCAL MUNICIPALITY,93302009,90206001,,Semenya m.m,GASEKGOPO,SEKGOPO,MOOKETSI,GA-SEKGOPO; MOSATE;1456,P.O. BOX 53; MOOKETSI,0824728852,YES,,Q1,N,,,YES,RURAL,,LP,LP,901340746,901340746,422,13
901341176,2022,LP,9,MAMERIRI,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,MOPANI WEST,RAKWADU 2,,,NEW EDUCATION DEPARTMENT,800691,414042,7081204,MAMERIRI SECONDARY,"29,99047","-23,60977",MOPANI DISTRICT MUNICIPALITY,GREATER LETABA LOCAL MUNICIPALITY,93302009,90206002,,MBOMBI GF.,,SEKGOPO,SEKGOPO,177 EXTA MOTSEKETLA; SEKGOPO;802,P.O. BOX 16;SEKGOPO,0836879506,YES,,Q1,N,,,YES,RURAL,,LP,LP,901341176,901341176,874,21
901361590,2022,LP,9,MABOKE,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,MOPANI WEST,RAKWADU 2,,,LEBOWA,855440,414041,,,"30,01547","-23,62489",MOPANI DISTRICT MUNICIPALITY,GREATER LETABA LOCAL MUNICIPALITY,93302010,90206002,,Molomo MJ,,SEKGOPO,MOOKETSI,SEKGOPO    BLOCK  C; STAND   NO  2990; GA -MATLOU;,P.O. BOX 94; MOOKETSI,0725989907,YES,,Q1,N,,,YES,RURAL,,LP,LP,901361590,901361590,269,6
901420031,2022,LP,9,BOLLANOTO,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,MOPANI EAST,NAMAKGALE,,,LEBOWA,854130,414040,,,"31,040677747","-23,977768688",MOPANI DISTRICT MUNICIPALITY,BA-PHABORWA LOCAL MUNICIPALITY,93304015,90401001,,RAMUGUDO MD,MAUNEVILLAGE,NAMAKGALE,NAMAKGALE,MAKHUSHANE; MAUNE VILLAGE;,P/BAG X 11034 ;NAMAKGALE,0784285844,YES,,Q3,N,,,YES,RURAL,,LP,LP,901420031,901420031,414,9
901510071,2022,LP,9,LAERSKOOL DUIWELSKLOOF,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,MOPANI WEST,RAKWADU 2,,,,850020,414039,,,"30,144266221","-23,694196063",MOPANI DISTRICT MUNICIPALITY,GREATER LETABA LOCAL MUNICIPALITY,93302008,90201000,,G VAN EYK,DUIWELSKLOOF,MODJADJI,DUIWELSKLOOF,CNR MENTZ AND BOTHA STREETS; DUIWELSKLOOF;,P/BAG X715; DUIWELSKLOOF,0153099218,YES,,Q5,N,,,NO,RURAL,,LP,LP,901510071,901510071,547,22
901510620,2022,LP,9,MODIKA,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,MOPANI EAST,RAKWADU 1,,,LEBOWA,805140,414038,7071106,MODIKA SECONDARY,"30,32698","-23,53885",MOPANI DISTRICT MUNICIPALITY,GREATER LETABA LOCAL MUNICIPALITY,93302014,90202001,,Lebea K.M,,BOLOBEDU,DUIWELSKLOOF,KHEKHUGINI VILLAGE,P/BAG X770; GA-KGAPANE,0646715977,YES,,Q1,N,,,YES,RURAL,,LP,LP,901510620,901510620,163,8
901511265,2022,LP,9,PLATLAND,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,MOPANI WEST,RAKWADU 2,,,DEPARTMENT OF EDUCATION & TRAINING(DET),850123,414037,,,"30,187963105","-23,610985057",MOPANI DISTRICT MUNICIPALITY,GREATER LETABA LOCAL MUNICIPALITY,93302014,90202001,,Maake k.L,,PLATLAND,DUIWELSKLOOF,MONTINA; PLATLAND FARM; DUIVELSKLOOF;,P.O. BOX 188; DUIVELSKLOOF,0835541707,YES,,Q1,N,,,YES,RURAL,,LP,LP,901511265,901511265,92,4
901530037,2022,LP,9,HOERSKOOL BEN VORSTER,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,MOPANI WEST,TZANEEN,,,HOUSE OF REPRESENTATIVES(HOR),800007,414035,7082103,HOERSKOOL BEN VORSTE,"30,152","-23,83582",MOPANI DISTRICT MUNICIPALITY,GREATER TZANEEN LOCAL MUNICIPALITY,93303015,90306002,,Van Staden ,,TZANEEN,TZANEEN,BOUNDRY STREET; TZANEEN;,P.O. BOX 412; TZANEEN,0153074490,YES,,Q5,N,,,NO,RURAL,,LP,LP,901530037,901530037,824,50
901530211,2022,LP,9,MERENSKY,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,MOPANI WEST,TZANEEN,,,HOUSE OF ASSEMBLY(HOA),800006,414034,7082104,MERENSKY HIGH,"30,126936529","-23,796306167",MOPANI DISTRICT MUNICIPALITY,GREATER TZANEEN LOCAL MUNICIPALITY,93303014,90306002,,M Steyn,TZANEEN,,TZANEEN,ON MAIN ROAD BETWEEN DUIWELSKLOOF AND TZANEEN,P/BAG X4003; TZANEEN,0153057901,YES,,Q5,N,,,NO,RURAL,,LP,LP,901530211,901530211,1180,60
901530631,2022,LP,9,LORETTO,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,MOPANI WEST,TZANEEN,,,DEPARTMENT OF EDUCATION & TRAINING(DET),850114,414022,,,"30,175913061","-23,872510224",MOPANI DISTRICT MUNICIPALITY,GREATER TZANEEN LOCAL MUNICIPALITY,93303015,90306002,,MASHAO MA,,LORETTO,TZANEEN,LORETTO FARM,P.O. BOX 885; TZANEEN,0153071564,YES,,Q1,N,,,YES,RURAL,,LP,LP,901530631,901530631,234,7
901530716,2022,LP,9,MANORVLEI,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,MOPANI WEST,TZANEEN,,,DEPARTMENT OF EDUCATION & TRAINING(DET),850117,414020,,,"30,17082766","-23,816789879",MOPANI DISTRICT MUNICIPALITY,GREATER TZANEEN LOCAL MUNICIPALITY,93303015,90306002,,RABOPAPE P.S,,MANORVLEI,TZANEEN,556 T MANORVLEI FARM; TZANEEN;,P.O. BOX 1074; TZANEEN,0153074272,YES,,Q1,N,,,YES,RURAL,,LP,LP,901530716,901530716,535,10
901531016,2022,LP,9,POLITSI FACTORY,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,MOPANI WEST,TZANEEN,,,DEPARTMENT OF EDUCATION & TRAINING(DET),850138,414016,,,"30,101747728","-23,767618674",MOPANI DISTRICT MUNICIPALITY,GREATER TZANEEN LOCAL MUNICIPALITY,93303014,90306002,,Maponya  M,,POLITSIFARM,TZANEEN,VERGELEGEN   ROAD; POLITSI;,P.O. BOX 1343; TZANEEN850,,YES,,Q1,N,,,YES,RURAL,,LP,LP,901531016,901531016,103,2
901531108,2022,LP,9,SILWERSEE,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,MOPANI WEST,TZANEEN,,,DEPARTMENT OF EDUCATION & TRAINING(DET),850128,414010,,,"30,228232734","-23,768984767",MOPANI DISTRICT MUNICIPALITY,GREATER TZANEEN LOCAL MUNICIPALITY,93303013,90306002,,RABABALELA L.T,BROODERSTROOMDRIFT,MIELIEKLOOF,TZANEEN,MIELIEKLOOF FARMS; BROODERSTROOMDRIFT; TZANEEN;,P.O. BOX 771; TZANEEN,,YES,,Q1,N,,,YES,RURAL,,LP,LP,901531108,901531108,84,3
901531122,2022,LP,9,THE JUNCTION,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,MOPANI WEST,MAFARANA,,,DEPARTMENT OF EDUCATION & TRAINING(DET),850130,414008,,,"30,380319895","-23,866425368",MOPANI DISTRICT MUNICIPALITY,GREATER TZANEEN LOCAL MUNICIPALITY,93303013,90306002,,Malubana SE,,LETSITELE,MAHELA,MAHAHELA FARMING; LETSITELE;,P.O. BOX1561 LETSITELE;,,YES,,Q1,N,,,YES,RURAL,,LP,LP,901531122,901531122,295,6
901531139,2022,LP,9,TLHALEFA,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,MOPANI WEST,TZANEEN,,,DEPARTMENT OF EDUCATION & TRAINING(DET),850131,414007,,,"30,049550447","-23,762958562",MOPANI DISTRICT MUNICIPALITY,GREATER TZANEEN LOCAL MUNICIPALITY,93303014,90306002,,MATOME M.R,POLITSIVALLLEY,AMORENTIAFARM,DUIWELSKLOOF,AMORENTIA ESTATES; POLITSI VALLEY;,P.O. BOX 993; DUIWELSKLOOF,,YES,,Q1,N,,,YES,RURAL,,LP,LP,901531139,901531139,90,3
901531160,2022,LP,9,LAERSKOOL TZANEEN,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,MOPANI WEST,TZANEEN,,,HOUSE OF REPRESENTATIVES(HOR),850030,414006,,,"30,154657456","-23,83167261",MOPANI DISTRICT MUNICIPALITY,GREATER TZANEEN LOCAL MUNICIPALITY,93303015,90312002,,SteenKamp W,TZANEEN,TZANEEN,TZANEEN,13 AGATHASTRAAT  CENTRAL PARK; TZANEEN;,P.O. BOX 171; TZANEEN,0153073601,YES,,Q5,N,,,NO,RURAL,,LP,LP,901531160,901531160,1522,62
901531177,2022,LP,9,TSANENG,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,MOPANI WEST,TZANEEN,,,DEPARTMENT OF EDUCATION & TRAINING(DET),850143,414005,7082105,TSANENG COMBINE JUNI,"30,117002479","-23,743402159",MOPANI DISTRICT MUNICIPALITY,GREATER TZANEEN LOCAL MUNICIPALITY,93303014,90306002,,LEBEA M.A,DUIWELSKLOOF,WESTFALIAESTATE,MODJADJISKLOOF,WESTFALIA ESTATE,P.O. BOX 14; DUIWELS KLOOF,0153099037,YES,,Q1,N,,,YES,RURAL,,LP,LP,901531177,901531177,229,9
901531351,2022,LP,9,LAERSKOOL DR. ANNECKE,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,MOPANI WEST,MAFARANA,,,DEPARTMENT OF EDUCATION & TRAINING(DET),850018,414004,,,"30,389895028","-23,891170755",MOPANI DISTRICT MUNICIPALITY,GREATER TZANEEN LOCAL MUNICIPALITY,93303023,90308000,,Venter GG,LETSITELE,LETSITELE,LETSITELE,C.O. ANNECKE AND; BOTHA STREETS; LETSITELE;,P.O. BOX 16; LETSITELE,0153451821,YES,,Q4,N,,,NO,RURAL,,LP,LP,901531351,901531351,433,21
901531375,2022,LP,9,UNICORN PREPARATORY,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,MOPANI WEST,TZANEEN,,,,,99,,,"30,153954338","-23,840753831",MOPANI DISTRICT MUNICIPALITY,Greater Tzaneen Local Municipality,,90306002,,IH Houston,TZANEEN,TZANEEN,TZANEEN,CIRCLE DRIVE; TZANEEN;,P/BAG X4030; TZANEEN,0153072840,YES,,NOT APPLICABLE,N,,,NO,RURAL,,LP,LP,901531375,901531375,358,24
901540195,2022,LP,9,MAMOSALA,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,MOPANI WEST,SHILUVANE,,,LEBOWA,805184,414003,7084306,MAMOSALA SENIOR SECO,"30,2683","-24,101456",MOPANI DISTRICT MUNICIPALITY,GREATER TZANEEN LOCAL MUNICIPALITY,93303026,90306002,,Malatsi M.M,STANDNO,MASHILOANAVILLAGE,SHILUVANE,TOURS VILL;SHILUVHANE;MASHILOANE VILL;,P.O. BOX 19; SHILUVANE,,YES,,Q3,N,,,YES,RURAL,,LP,LP,901540195,901540195,80,3
901540461,2022,LP,9,THAPOLA-A-NKONA,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,MOPANI WEST,MAKHUTSWE,,,DEPARTMENT OF EDUCATION & TRAINING(DET),850140,414002,7517110,CALAIS HIGH SCHOOL,"30,330700033","-24,133772567",MOPANI DISTRICT MUNICIPALITY,MARULENG LOCAL MUNICIPALITY,93305002,92204001,,POPELA S.D,,CALAISVILLAGE,TRICHARDTSDAL,CALAIS VILLAGE,P.O. BOX 388; TRICHARDTSDAL 890,,YES,,Q3,Y,EASTERN MUNICIPALITY,,YES,RURAL,,LP,LP,901540461,901540461,610,17
901540478,2022,LP,9,ALLERGRAINE,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,MOPANI WEST,SHILUVANE,,,DEPARTMENT OF EDUCATION & TRAINING(DET),850099,414001,,,"30,388922881","-24,08584994",MOPANI DISTRICT MUNICIPALITY,MARULENG LOCAL MUNICIPALITY,93305006,92206001,,Mathebula ML,,BORDEAUXVILLAGE,OFCOLACO,BORDEAUX FARM; OFCOLACO;,P.O. BOX 14; OFCOLACO,0815592087,YES,,Q3,Y,EASTERN MUNICIPALITY,,YES,RURAL,,LP,LP,901540478,901540478,137,5
901540546,2022,LP,9,CRAIGHEAD,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,MOPANI WEST,KHUJWANA,,,DEPARTMENT OF EDUCATION & TRAINING(DET),850100,414000,,,"30,164164425","-23,975080781",MOPANI DISTRICT MUNICIPALITY,GREATER TZANEEN LOCAL MUNICIPALITY,93303016,90306002,,MAPONYA P.F,,COOPERFARM,TZANEEN,CRAIGHEAD ESTATE; LETSITELE VALLEY;,P.O. BOX 334; TZANEEN,,YES,,Q1,N,,,YES,RURAL,,LP,LP,901540546,901540546,373,10
902331582,2022,LP,9,KRANENBURG,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,VHEMBE WEST,SOUTPANSBERG NORTH,,,DEPARTMENT OF EDUCATION & TRAINING(DET),850158,413994,,,"29,835861309","-22,294174069",VHEMBE DISTRICT MUNICIPALITY,MUSINA LOCAL MUNICIPALITY,93401002,90502002,,MRS MARIPA RM,,CHAMAVHUDZI,MESSINA,KRANENBURG FARM MESSINA,P.O. BOX 1403; MESSINA,0155331610,YES,,Q1,N,,,YES,RURAL,,LP,LP,902331582,902331582,338,8
902331605,2022,LP,9,HOPE,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,VHEMBE WEST,SOUTPANSBERG NORTH,,,DEPARTMENT OF EDUCATION & TRAINING(DET),850156,413993,,,"30,202835295","-22,523897996",VHEMBE DISTRICT MUNICIPALITY,MUSINA LOCAL MUNICIPALITY,93401001,90502002,,MR MUSISINYANE TF,,HOPEFARM,TSHIPESE,HOPE FARM; MESSINA;,P.O. BOX 36; MESSINA,0155390702,YES,,Q1,N,,,YES,RURAL,,LP,LP,902331605,902331605,173,6
902331612,2022,LP,9,RIXILE,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,VHEMBE WEST,SOUTPANSBERG NORTH,,,DEPARTMENT OF EDUCATION & TRAINING(DET),850148,413992,,,"30,032540703","-22,330773794",VHEMBE DISTRICT MUNICIPALITY,MUSINA LOCAL MUNICIPALITY,93401004,90504000,,MRS CHAUKE P,MWALISTREET,NANCEFIELD,MUSINA,1004   SHARMY  MWALI; STREET; NANCEFIELD;,P.O. BOX 40; MESSINA,0155330407,YES,,Q3,N,,,YES,URBAN,,LP,LP,902331612,902331612,728,18
902331667,2022,LP,9,SCHUITDRIFT,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,VHEMBE WEST,SOUTPANSBERG NORTH,,,DEPARTMENT OF EDUCATION & TRAINING(DET),850173,413990,,,"30,087556744","-22,680292698",VHEMBE DISTRICT MUNICIPALITY,MUSINA LOCAL MUNICIPALITY,93401002,90502002,,MOYO NF,,SCHUITDRIFTFARM,TSHIPESE,SCHUITDRIFT  FARM,P.O. BOX 97; TSHIPISE,0155390623,YES,,Q1,N,,,YES,RURAL,,LP,LP,902331667,902331667,101,4
902331698,2022,LP,9,MUSINA,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,VHEMBE WEST,SOUTPANSBERG NORTH,,,DEPARTMENT OF EDUCATION & TRAINING(DET),800016,413989,7051408,MUSINA SECONDARY,"30,026440725","-22,330508492",VHEMBE DISTRICT MUNICIPALITY,MUSINA LOCAL MUNICIPALITY,93401003,90504000,,MR LIGAVHA AE,MUSINA,MUSINA,MUSINA,795 PATRICK MPHEPHU STREET; NANCEFIELD; MESSINA;,P.O. BOX 191; MESSINA,0155330095,YES,,Q3,N,,,YES,URBAN,,LP,LP,902331698,902331698,1327,42
902331711,2022,LP,9,MOPANE,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,VHEMBE WEST,SOUTPANSBERG NORTH,,,DEPARTMENT OF EDUCATION & TRAINING(DET),830014,413988,7051405,MOPANE INTERMEDIATE,"29,853551878","-22,615794391",VHEMBE DISTRICT MUNICIPALITY,MUSINA LOCAL MUNICIPALITY,93401002,90502002,,MRS PHIRI SF,,MAKHADO,MAKHADO,MOPANE,P.O. BOX 14; MOPANE,0878200367,YES,,Q2,N,,,YES,RURAL,,LP,LP,902331711,902331711,435,17
902331735,2022,LP,9,HOERSKOOL ERIC LOUW,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,VHEMBE WEST,SOUTPANSBERG NORTH,,,HOUSE OF ASSEMBLY(HOA),800003,413987,7051406,HOERSKOOL ERIC LOUW,"30,046797533","-22,357704444",VHEMBE DISTRICT MUNICIPALITY,MUSINA LOCAL MUNICIPALITY,93401006,90501000,,J MINNIE,MUSINA,MUSINA,MUSINA,IRWIN STREET; MESSINA;900;,P/BAG X626; MESSINA,0155340706,YES,,Q5,N,,,NO,RURAL,,LP,LP,902331735,902331735,515,29
902331797,2022,LP,9,MAKUSHU,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,VHEMBE WEST,SOUTPANSBERG NORTH,,,DEPARTMENT OF EDUCATION & TRAINING(DET),850145,413986,,,"30,029859","-22,331128",VHEMBE DISTRICT MUNICIPALITY,MUSINA LOCAL MUNICIPALITY,93401004,90504000,,LUVHENGO E,,NANCEFIELD,MUSINA,798 NANCEFIELD; MESSINA;,P.O. BOX 268; MESSINA,0155331210,YES,,Q3,N,,,YES,URBAN,,LP,LP,902331797,902331797,1179,30
902331810,2022,LP,9,LAERSKOOL MESSINA,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,VHEMBE WEST,SOUTPANSBERG NORTH,,,DEPARTMENT OF EDUCATION & TRAINING(DET),850026,413985,,,"30,045292991","-22,353253436",VHEMBE DISTRICT MUNICIPALITY,MUSINA LOCAL MUNICIPALITY,93401006,90502002,,MRS VOSTER L,MUSINA,MUSINA,MUSINA,DREYER STRAAT 2; MESSINA;,P/BAG X607; MESSINA,0155340122,YES,,Q5,N,,,NO,RURAL,,LP,LP,902331810,902331810,635,32
902331902,2022,LP,9,BONWA UDI,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,VHEMBE WEST,SOUTPANSBERG NORTH,,,DEPARTMENT OF EDUCATION & TRAINING(DET),850144,413984,,,"30,03277795","-22,330520965",VHEMBE DISTRICT MUNICIPALITY,MUSINA LOCAL MUNICIPALITY,93401004,90504000,,DR MAILA NL,NANCEFIELD,NANCEFIELD,MUSINA,STAND NO. 802; MESSINA NANCEFIEZ; MESSINA;,P.O. BOX 330; MESSINA,0155331577,YES,,Q3,N,,,YES,URBAN,,LP,LP,902331902,902331902,993,27
