NatEmis,DataYear,Province,ProvinceCD,Official_Institution_Name,STATUS,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,DemarcationFrom,DemarcationTo,OldNatEMIS,NewNATEMIS,Learners2022,Educators2022
200100018,2022,EC,2,AEROVILLE SECONDARY SCHOOL,OPEN,Public,Ordinary School,SECONDARY SCHOOL,Ordinary,SARAH BAARTMAN,SB Blue Crane,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),084104,084104,4351002,AEROVILLE SENIOR SECONDARY SCHOOL - 4351002,"25,60073","-32,74592",SARAH BARTMAN DISTRICT MUNICIPALITY,BLUE CRANE ROUTE LOCAL MUNICIPALITY,EC102_2,20207000,NONE,KEITH THOMAS GEDULD,,AEROVILLE,SOMERSETEAST,"Perseverance Road,Aeroville,Somerset East,5850","P O BOX 336, SOMERSET EAST, 5850",042-243149,Section 21,,Q3,,,1989-01-01,YES,Urban,NULL,NONE,Not Moved,200100018,200100018,1059,28
200100019,2022,EC,2,AL-AZHAR PRIMARY SCHOOL,OPEN,Independent/Private,Ordinary School,COMBINED SCHOOL,Ordinary,NELSON MANDELA,NM Central-1,PRIVATE,PRIVATE,TO BE UPDATED,N/A,N/A,4342098,AL AZHAR INSTITUTE - 4342098,"25,53563","-33,91924",NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA_12,27516049,Malabar,TO BE UPDATED,,MALABAR,PORT ELIZABETH,"42 Cnr Rudolph & Saliehout Avenue,Malabar,Port Elizabeth,6020","P O BOX 21043, PORT ELIZABETH, 6000",0414571504,,,NOT APPLICABLE,,,,NO,Urban,NULL,NONE,Not Moved,200100019,200100019,504,46
200100020,2022,EC,2,ALEX JAYIYA PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,Ordinary,NELSON MANDELA,NM Tinara-3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),224103,224103,NOT APPLICABLE,NOT APPLICABLE,"25,3933","-33,80511",NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA_44,27513005,Kwanobuhle 2,NG KONDILE,,KWA NOBUHLE 2,UITENHAGE,"Ngane Road ,Kwanobuhle,Uitenhage,6242","P O BOX 4009, KWA-NOBUHLE, 6242",0419772614,Section 21,,Q3,,,1970-01-01,YES,Urban,NULL,NONE,Not Moved,200100020,200100020,263,10
200100021,2022,EC,2,ALEXANDER ROAD HIGH SCHOOL,OPEN,Public,Ordinary School,SECONDARY SCHOOL,Ordinary,NELSON MANDELA,NM Algoa-2,PUBLIC,PUBLIC,CAPE EDUCATION DEPARTMENT(CED),184106,184106,4341002,ALEXANDER ROAD HIGH  SCHOOL - 4341002,"25,57181","-33,94147",NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA_7,27516060,Newton Park,MR P G MANSER,,NEWTONPARK,PORT ELIZABETH,"Alexander Road,Newton Park,Port Elizabeth,6045","P O BOX 34377, PORT ELIZABETH, 6055",0413651270,Section 21,,Q5,,,1955-01-01,NO,Urban,NULL,NONE,Not Moved,200100021,200100021,1301,83
200100023,2022,EC,2,ALEXANDRIA PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,FULL SERVICE,SARAH BAARTMAN,SB Ndlambe,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),094102,094102,NOT APPLICABLE,NOT APPLICABLE,"26,41553","-33,6501",SARAH BARTMAN DISTRICT MUNICIPALITY,NDLAMBE LOCAL MUNICIPALITY,EC105_2,20501001,Wentzel Park,MR A CANNON,,,ALEXANDRIA,"Olienhout Street,Wentzel Park,Alexandria,6185","P.O. BOX 153, WENTZEL PARK, ALEXANDRIA, 6185, ",0466530221,Section 21,,Q3,,,1985-01-01,YES,Urban,NULL,NONE,Not Moved,200100023,200100023,422,16
200100024,2022,EC,2,ALEXANDRIA HIGH SCHOOL,OPEN,Public,Ordinary School,COMBINED SCHOOL,FULL SERVICE,SARAH BAARTMAN,SB Ndlambe,PUBLIC,PUBLIC,CAPE EDUCATION DEPARTMENT(CED),094101,094101,4351003,ALEXANDRIA  HIGH SCHOOL - 4351003,"26,40867","-33,65411",SARAH BARTMAN DISTRICT MUNICIPALITY,NDLAMBE LOCAL MUNICIPALITY,EC105_2,20501000,NONE,MR CC GROBLER,,,ALEXANDRIA,"Cnr Krog & Voortrekker Street  ,Cbd,Alexandria,6185","P.O BOX 43, ALEXANDRIA, ALEXANDRIA, 6185",0466530126,Section 21,,Q3,,,1960-01-01,YES,Urban,NULL,NONE,Not Moved,200100024,200100024,731,24
200100025,2022,EC,2,ALPHA PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,Ordinary,NELSON MANDELA,NM Central-1,PUBLIC,TO BE UPDATED,HOUSE OF REPRESENTATIVES(HOR),184107,184107,NOT APPLICABLE,NOT APPLICABLE,"25,5479","-33,91199",NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA_12,27516037,Jarman,MR A J ARENDSE,,PORT ELIZABETH,GELVANDALE,"Bell Road,Gelvandale,Port Elizabeth,6016","P.O BOX 16324, GELVANDALE  , PORT ELIZABETH, 6016",0414523255,Section 21,,Q3,,,1960-01-01,YES,Rural,NULL,NONE,Not Moved,200100025,200100025,952,25
200100027,2022,EC,2,ALTONA PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,Ordinary,NELSON MANDELA,NM Central-1,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),184108,184108,NOT APPLICABLE,NOT APPLICABLE,"25,4145","-33,9342",NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA_40,27515001,Port Elizabeth NU,T KRIEK,,FARMS PORT ELIZABETH,PORT ELIZABETH,"Altona Road,Greenbushes,Port Elizabeth,6015","P.O BOX 10994, PORT ELIZABETH, PORT ELIZABETH, 6015",0413721041,Section 21,,Q4,,,1925-01-01,NO,Rural,NULL,NONE,Not Moved,200100027,200100027,519,26
200100030,2022,EC,2,SIPHO CAMAGU HIGH SCHOOL,OPEN,Public,Ordinary School,SECONDARY SCHOOL,Ordinary,AMATHOLE WEST,AW Circuit 1,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),074110,074110,4311005,SIPHO CAMAGU HIGH SCHOOL - 4311005,"26,30972","-32,69011",AMATHOLE DISTRICT MUNICIPALITY,RAYMOND MHLABA LOCAL MUNICIPALITY,EC129_22,21703000,NONE,NL NOMESE,,LINGELETHU,ADELAIDE,"584 Bonani Street,Lingelethu,Adelaide,5760","P O BOX 30, ADELAIDE, 5760",0466849111,Section 21,,Q3,,,1994-01-01,YES,Urban,NULL,NONE,Not Moved,200100030,200100030,751,21
200100031,2022,EC,2,AMANZI PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,Ordinary,NELSON MANDELA,NM Tinara-4,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),224105,224105,NOT APPLICABLE,NOT APPLICABLE,"25,50848","-33,71653",NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA_53,27515002,Uitenhage NU,DAVID V JAUKA,AMANZI ESTATE FARM,,UITENHAGE,"Amanzi Estate Farm,Uitenhage,6230","P O BOX 644, UITENHAGE, 6230",0419615093,Section 20,,Q2,,,1978-01-01,YES,Rural,NULL,NONE,Not Moved,200100031,200100031,119,2
200100033,2022,EC,2,ANDREW RABIE HIGH SCHOOL,OPEN,Public,Ordinary School,SECONDARY SCHOOL,Ordinary,NELSON MANDELA,NM Algoa-5,PUBLIC,PUBLIC,CAPE EDUCATION DEPARTMENT(CED),184110,184110,4341028,HOERSKOOL ANDREW RABIE - 4341028,"25,58175","-33,94302",NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA_7,27516001,Adcockvale,KVS WAHL,,PORT ELIZABETH,GREENACRES,"Aragonweg,Adcockvale,Port Elizabeth,6001","P.O. BOX 27926, GREENACRES, PORT ELIZABETH, 6057, ",0413745604,Section 21,,Q4,,,1953-01-01,NO,Urban,NULL,NONE,Not Moved,200100033,200100033,628,29
200100035,2022,EC,2,ANKERVAS PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,Ordinary,NELSON MANDELA,NM Tinara-3,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),224107,224107,NOT APPLICABLE,NOT APPLICABLE,"25,31677","-33,8606",NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA_40,27515001,Port Elizabeth NU,ANDRE HENDRICKS,,UITENHAGE FARMS,UITENHAGE,"Uitenhage- / Witteklip  Road            ,Rocklands,Uitenhage,6229","P.O. BOX 575, UITENHAGE, UITENHAGE, 6230, ",0419555825,Section 21,,Q4,,,1968-01-01,NO,Rural,NULL,NONE,Not Moved,200100035,200100035,585,24
200100036,2022,EC,2,ARCADIA PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,Ordinary,NELSON MANDELA,NM Tinara-5,PUBLIC,TO BE UPDATED,HOUSE OF REPRESENTATIVES(HOR),184111,184111,NOT APPLICABLE,NOT APPLICABLE,"25,5224","-33,8816",NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA_32,27502013,West End,MRS G LOGGENBERG,,PORT ELIZABETH,SALTVILLE,"Claasen Street,Arcadia,Port Elizabeth  ,6058","P.O BOX 17016, SALTVILLE, PORT ELIZABETH, 6058",0414811105,Section 21,,Q3,,,1973-01-01,YES,Urban,NULL,NONE,Not Moved,200100036,200100036,921,29
200100037,2022,EC,2,ARCADIA SENIOR SECONDARY SCHOOL,OPEN,Public,Ordinary School,SECONDARY SCHOOL,Ordinary,NELSON MANDELA,NM Tinara-4,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),184112,184112,4341003,ARCADIA SENIOR SECONDARY SCHOOL - 4341003,"25,52062","-33,87807",NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA_34,27502013,West End,MR DMS EVERTSE,,PORT ELIZABETH,ARCADIA,"271 Rensburg Street,Arcadia,Port Elizabeth,6059","P O BOX 17027, SALTRIVER, 6059",0414812247,Section 21,,Q3,,,1974-01-01,YES,Urban,NULL,NONE,Not Moved,200100037,200100037,1056,26
200100038,2022,EC,2,ARCHIE MBOLEKWA JUNIOR SECONDARY SCHOOL,OPEN,Public,Ordinary School,COMBINED SCHOOL,Ordinary,SARAH BAARTMAN,SB Makana 1,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),094104,094104,NOT APPLICABLE,NOT APPLICABLE,"26,5545","-33,2957",SARAH BARTMAN DISTRICT MUNICIPALITY,MAKANA LOCAL MUNICIPALITY,EC104_9,20405001,Eluxolweni,Z. MOTLABANE,,HLALANI VILLA,GRAHAMSTOWN,"P O Box 558,Grahamstown,6139","P O BOX 558, GRAHAMSTOWN, 6140",0466371660,Section 21,,Q3,,,1975-01-01,YES,Urban,NULL,NONE,Not Moved,200100038,200100038,596,17
200100041,2022,EC,2,ASHERVILLE PUBLIC SCHOOL,OPEN,Public,Ordinary School,SECONDARY SCHOOL,Ordinary,SARAH BAARTMAN,SB Camdeboo,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),084106,084106,4351004,ASHERVILLE SENIOR SECONDARY SCHOOL - 4351004,"24,55885","-32,28173",SARAH BARTMAN DISTRICT MUNICIPALITY,DR BEYERS NAUDE LOCAL MUNICIPALITY,EC101_3,20103002,Kroonvale,TOM JOHNNY GREEN,,,GRAAFF-REINET,"Affodil Street,Asherville,Graaff-Reinet,6280","POSBUS 303 KROONVALE, GRAAFF-REINET, 6281",049-893003,Section 21,,Q3,,,1982-01-01,YES,Urban,NULL,NONE,Not Moved,200100041,200100041,712,24
200100042,2022,EC,2,ASHTON GONTSHI PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,Ordinary,NELSON MANDELA,NM Tinara-3,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),224108,224108,NOT APPLICABLE,NOT APPLICABLE,"25,390517","-33,80836",NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA_44,27513005,Kwanobuhle 2,NM BLAAUW,,UITENHAGE,KWANOBUHLE,"1 Mdledle Street,Kwanobuhle,Uitenhage,6242","P O BOX 4004, KWANOBUHLE, 6230",0419776979,Section 21,,Q3,,,1977-01-01,YES,Urban,NULL,NONE,Not Moved,200100042,200100042,165,4
200100043,2022,EC,2,ASTRA PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,Ordinary,NELSON MANDELA,NM Tinara-5,PUBLIC,TO BE UPDATED,HOUSE OF REPRESENTATIVES(HOR),184114,184114,NOT APPLICABLE,NOT APPLICABLE,"25,49516","-33,86815",NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA_35,27502000,NONE,MR DO LEWIS,,PORT ELIZABETH,GELVANDALE,"Laurence Erasmus Drive,Bloemendal,Port Elizabeth,6059","P.O BOX 16096, GELVANDALE, PORT ELIZABETH, 6016",0414815125,Section 21,,Q3,,,1971-01-01,YES,Urban,NULL,NONE,Not Moved,200100043,200100043,1084,34
200100044,2022,EC,2,B J MNYANDA PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,Ordinary,NELSON MANDELA,NM Algoa-2,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),184115,184115,NOT APPLICABLE,NOT APPLICABLE,"25,58599","-33,88846",NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA_18,27508006,Kwazakele 3,PN XALUVA,,KWAZAKELE 3,PORT ELIZABETH,"Njoli Road,Kwazakhele,Port Elizabeth,6205","P.O BOX 237, KWAZAKHELE, PORT ELIZABETH, 6000",0414665440,Section 21,,Q3,,,1956-01-01,YES,Urban,NULL,NONE,Not Moved,200100044,200100044,928,26
200100049,2022,EC,2,BATHURST PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,Ordinary,SARAH BAARTMAN,SB Ndlambe,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),094108,094108,NOT APPLICABLE,NOT APPLICABLE,"26,82177","-33,50181",SARAH BARTMAN DISTRICT MUNICIPALITY,NDLAMBE LOCAL MUNICIPALITY,EC105_5,20502000,NONE,MRS WILSON,,,BATHURST,"Donkin Terrace,Bathurst,6166","P O BOX 2, BATHURST, 6166",0466250735,Section 21,,Q4,,,1831-01-01,NO,Urban,NULL,NONE,Not Moved,200100049,200100049,183,10
200100050,2022,EC,2,BAYVIEW PRIMARY SCHOOL,OPEN,Public,Ordinary School,PRIMARY SCHOOL,Ordinary,NELSON MANDELA,NM Central-4,PUBLIC,TO BE UPDATED,HOUSE OF REPRESENTATIVES(HOR),184116,184116,NOT APPLICABLE,NOT APPLICABLE,"25,55266","-33,90735",NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA_13,27516032,Helenvale,MR T JOHANNES,,PORT ELIZABETH,GELVANDALE,"Pott Street,Helenvale,Port Elizabeth,6020","P.O BOX 16018, GELVANDALE, PORT ELIZABETH, 6020",0414523510,Section 20,,Q3,,,1962-01-01,YES,Urban,NULL,NONE,Not Moved,200100050,200100050,325,11
200100051,2022,EC,2,NEWTOWN HIGH SCHOOL,OPEN,Public,Ordinary School,SECONDARY SCHOOL,Ordinary,AMATHOLE WEST,AW Circuit 1,PUBLIC,PUBLIC,N/A,,,4311070,NEWTON HIGH SCHOOL - 4311070,"26,618377","-32,775791",AMATHOLE DISTRICT MUNICIPALITY,RAYMOND MHLABA LOCAL MUNICIPALITY,EC129_8,21611003,Newtown,,,NEWTOWN,FORT BEAUFORT,"Jasmin Street, 1,Newtown,Fort Beaufort,5720",,0466452961,Section 21,,Q3,,,2015-05-22,NO,Urban,NULL,NONE,Not Moved,200100051,200100051,293,7
200100053,2022,EC,2,BEDFORD JUNIOR SECONDARY SCHOOL,OPEN,Public,Ordinary School,COMBINED SCHOOL,Ordinary,AMATHOLE WEST,AW Circuit 1,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),074121,074121,NOT APPLICABLE,NOT APPLICABLE,"26,08895","-32,68982",AMATHOLE DISTRICT MUNICIPALITY,RAYMOND MHLABA LOCAL MUNICIPALITY,EC129_23,21702000,NONE,T C JORDAN,,GOODWIN PARK,BEDFORD,"DE SILVA STREET, GOODWIN PARK, BEDFORD, 5780","P O BOX 68, BEDFORD, 5780",0466850030,Section 21,,Q3,,,1972-01-01,YES,Urban,NULL,NONE,Not Moved,200100053,200100053,580,16
